ticker,year,n_price_days,start_date,end_date,start_price,end_price,yearly_return
ERX,2018,251,2018-01-02,2018-12-31,308.4671,129.3318,-0.5807274098274987
ERX,2019,252,2019-01-02,2019-12-31,137.1856,151.4844,0.1042295984418189
ERX,2020,253,2020-01-02,2020-12-31,155.3797,12.6081,-0.9188561955004418
ERX,2021,252,2021-01-04,2021-12-31,12.652,26.5646,1.0996364211191905
ERX,2022,251,2022-01-03,2022-12-30,28.1957,61.4836,1.1806020066889635
ERX,2023,250,2023-01-03,2023-12-29,56.8355,54.0114,-0.049689014788292574
ERX,2024,252,2024-01-02,2024-12-31,54.857,54.3339,-0.009535701915890371
ERX,2025,250,2025-01-02,2025-12-31,55.602,55.85,0.004460271213265754
ESGD,2017,249,2017-01-03,2017-12-29,43.3111,54.0459,0.24785332166580853
ESGD,2018,251,2018-01-02,2018-12-31,54.3487,46.8414,-0.13813209883585076
ESGD,2019,252,2019-01-02,2019-12-31,46.4005,57.6695,0.24286376224394135
ESGD,2020,253,2020-01-02,2020-12-31,58.1687,62.3995,0.07273327408039032
ESGD,2021,252,2021-01-04,2021-12-31,62.8267,68.8571,0.09598466893852464
ESGD,2022,251,2022-01-03,2022-12-30,69.2644,58.4116,-0.15668655182171498
ESGD,2023,250,2023-01-03,2023-12-29,58.8825,69.2415,0.17592663354986637
ESGD,2024,252,2024-01-02,2024-12-31,68.389,71.9861,0.05259763997134037
ESGD,2025,250,2025-01-02,2025-12-31,71.7025,95.094,0.3262299083016631
ESGE,2017,241,2017-01-04,2017-12-29,22.3494,30.0777,0.34579451797363703
ESGE,2018,251,2018-01-02,2018-12-31,30.7046,25.4951,-0.16966513160894459
ESGE,2019,252,2019-01-02,2019-12-31,25.5616,30.6875,0.2005312656484728
ESGE,2020,253,2020-01-02,2020-12-31,31.2088,36.1532,0.15842967368178207
ESGE,2021,252,2021-01-04,2021-12-31,36.4115,34.9414,-0.04037460692363659
ESGE,2022,251,2022-01-03,2022-12-30,35.1436,27.1115,-0.22855085990052237
ESGE,2023,250,2023-01-03,2023-12-29,27.3189,29.6886,0.08674214554758808
ESGE,2024,252,2024-01-02,2024-12-31,29.2626,31.9678,0.09244564734507543
ESGE,2025,250,2025-01-02,2025-12-31,31.9295,44.17,0.38336021547471777
ESGU,2018,249,2018-01-02,2018-12-31,52.6625,50.2767,-0.045303584144315234
ESGU,2019,252,2019-01-02,2019-12-31,50.0936,66.1996,0.3215181180829487
ESGU,2020,253,2020-01-02,2020-12-31,66.8021,80.5143,0.2052660021167001
ESGU,2021,252,2021-01-04,2021-12-31,79.4474,101.9024,0.2826398346578993
ESGU,2022,251,2022-01-03,2022-12-30,102.4124,81.2504,-0.20663513402673905
ESGU,2023,250,2023-01-03,2023-12-29,80.9532,102.1441,0.2617672927073915
ESGU,2024,252,2024-01-02,2024-12-31,101.7991,126.3742,0.24140783169988733
ESGU,2025,250,2025-01-02,2025-12-31,126.8772,148.98,0.1742062403646989
ETHE,2020,253,2020-01-02,2020-12-31,2.7811,15.5,4.573334292186545
ETHE,2021,252,2021-01-04,2021-12-31,12.1833,32.28,1.6495284528822243
ETHE,2022,251,2022-01-03,2022-12-30,32.39,4.76,-0.8530410620561901
ETHE,2023,250,2023-01-03,2023-12-29,4.82,19.39,3.0228215767634854
ETHE,2024,252,2024-01-02,2024-12-31,19.4,27.8548,0.4358144329896909
ETHE,2025,250,2025-01-02,2025-12-31,28.92,24.333,-0.15860995850622417
ETHU,2025,250,2025-01-02,2025-12-31,8.1217,55.0561,5.778888656315796
EU,2023,237,2023-01-23,2023-12-29,2.73,3.93,0.43956043956043955
EU,2024,252,2024-01-02,2024-12-31,3.87,3.4,-0.12144702842377264
EU,2025,250,2025-01-02,2025-12-31,3.75,2.4995,-0.3334666666666667
EUFN,2016,252,2016-01-04,2016-12-30,13.4807,13.3968,-0.00622371241849462
EUFN,2017,251,2017-01-03,2017-12-29,13.6865,16.9988,0.24201220180469796
EUFN,2018,251,2018-01-02,2018-12-31,17.1447,12.3661,-0.27872170408347774
EUFN,2019,252,2019-01-02,2019-12-31,12.3077,14.9301,0.2130698668313331
EUFN,2020,253,2020-01-02,2020-12-31,15.1753,13.6475,-0.1006767576258788
EUFN,2021,252,2021-01-04,2021-12-31,13.5835,15.9396,0.17345308646519664
EUFN,2022,251,2022-01-03,2022-12-30,16.0986,14.5402,-0.09680344874709601
EUFN,2023,250,2023-01-03,2023-12-29,14.7641,18.342,0.24233783298677203
EUFN,2024,252,2024-01-02,2024-12-31,18.2107,22.064,0.21159538073769824
EUFN,2025,250,2025-01-02,2025-12-31,21.8083,37.09,0.7007286216715656
EWA,2016,252,2016-01-04,2016-12-30,12.3555,13.9034,0.12528023956942258
EWA,2017,251,2017-01-03,2017-12-29,14.1508,16.5452,0.16920598128727704
EWA,2018,251,2018-01-02,2018-12-31,16.7754,14.6612,-0.12602978170416212
EWA,2019,252,2019-01-02,2019-12-31,14.547,17.9521,0.23407575445108963
EWA,2020,253,2020-01-02,2020-12-31,18.0314,19.4728,0.07993832980245563
EWA,2021,252,2021-01-04,2021-12-31,19.7244,20.883,0.058739429336253535
EWA,2022,251,2022-01-03,2022-12-30,20.883,19.6466,-0.05920605277019586
EWA,2023,250,2023-01-03,2023-12-29,19.4168,22.359,0.15152857319434743
EWA,2024,252,2024-01-02,2024-12-31,22.1845,22.7931,0.027433568482498893
EWA,2025,250,2025-01-02,2025-12-31,22.7645,26.19,0.1504755210964439
EWC,2016,252,2016-01-04,2016-12-30,17.4551,21.9281,0.2562574834862017
EWC,2017,251,2017-01-03,2017-12-29,22.0539,25.3826,0.15093475530405054
EWC,2018,251,2018-01-02,2018-12-31,25.6517,21.0217,-0.18049485998978632
EWC,2019,252,2019-01-02,2019-12-31,21.2147,26.8194,0.26418945353929124
EWC,2020,253,2020-01-02,2020-12-31,26.8283,28.0152,0.044240596683353006
EWC,2021,252,2021-01-04,2021-12-31,28.1061,35.3544,0.2578906358406181
EWC,2022,251,2022-01-03,2022-12-30,35.4832,30.7749,-0.13269096361094823
EWC,2023,250,2023-01-03,2023-12-29,30.5869,35.3066,0.1543046206055534
EWC,2024,252,2024-01-02,2024-12-31,34.9409,39.6779,0.13557177977670865
EWC,2025,250,2025-01-02,2025-12-31,39.7271,56.335,0.418049643694103
EWG,2016,252,2016-01-04,2016-12-30,20.4794,21.6482,0.05707198453079676
EWG,2017,251,2017-01-03,2017-12-29,21.6646,27.7162,0.27933125928934754
EWG,2018,251,2018-01-02,2018-12-31,27.7855,21.6824,-0.21965053715067206
EWG,2019,252,2019-01-02,2019-12-31,21.427,25.8351,0.2057264199374622
EWG,2020,253,2020-01-02,2020-12-31,26.2832,28.5967,0.08802200645279101
EWG,2021,252,2021-01-04,2021-12-31,28.9204,29.7323,0.028073608940401895
EWG,2022,251,2022-01-03,2022-12-30,30.0316,23.1587,-0.22885560542894823
EWG,2023,250,2023-01-03,2023-12-29,23.5045,28.5075,0.2128528579633686
EWG,2024,252,2024-01-02,2024-12-31,28.1715,31.2993,0.11102710185826092
EWG,2025,250,2025-01-02,2025-12-31,31.0632,42.5,0.36817842334337736
EWH,2016,252,2016-01-04,2016-12-30,14.1622,14.6792,0.03650562765671994
EWH,2017,251,2017-01-03,2017-12-29,14.9279,20.0315,0.34188331915406733
EWH,2018,251,2018-01-02,2018-12-31,20.2679,18.2772,-0.09821935178286845
EWH,2019,252,2019-01-02,2019-12-31,18.0828,20.3976,0.12801114871590702
EWH,2020,253,2020-01-02,2020-12-31,20.7304,20.6847,-0.002204491953845533
EWH,2021,252,2021-01-04,2021-12-31,20.8946,19.6748,-0.05837871986063381
EWH,2022,251,2022-01-03,2022-12-30,19.7512,18.3435,-0.07127161893960887
EWH,2023,250,2023-01-03,2023-12-29,18.7888,15.5533,-0.17220365324022813
EWH,2024,252,2024-01-02,2024-12-31,15.3987,15.7993,0.026015183099872052
EWH,2025,250,2025-01-02,2025-12-31,15.5528,21.25,0.3663134612417056
EWI,2016,252,2016-01-04,2016-12-30,19.5816,18.655,-0.04731993299832493
EWI,2017,251,2017-01-03,2017-12-29,18.8707,24.0086,0.2722686492816908
EWI,2018,251,2018-01-02,2018-12-31,24.1585,19.3418,-0.19937910052362529
EWI,2019,252,2019-01-02,2019-12-31,19.2938,24.5606,0.27297888440846285
EWI,2020,253,2020-01-02,2020-12-31,24.8937,24.9757,0.0032940061139967725
EWI,2021,252,2021-01-04,2021-12-31,25.1708,28.2261,0.12138271330271588
EWI,2022,251,2022-01-03,2022-12-30,28.6821,24.2296,-0.1552361926079331
EWI,2023,250,2023-01-03,2023-12-29,24.6523,31.6333,0.28317844582452745
EWI,2024,252,2024-01-02,2024-12-31,31.428,34.89,0.11015654830087818
EWI,2025,250,2025-01-02,2025-12-31,34.4826,54.33,0.5755772476553394
EWJ,2016,252,2016-01-04,2016-12-30,37.3726,39.8582,0.06650861861363677
EWJ,2017,251,2017-01-03,2017-12-29,40.1845,49.4723,0.23112891786634138
EWJ,2018,251,2018-01-02,2018-12-31,49.8359,42.2278,-0.15266304009760034
EWJ,2019,252,2019-01-02,2019-12-31,41.728,50.384,0.20743865030674846
EWJ,2020,253,2020-01-02,2020-12-31,51.0304,58.1264,0.13905436759265055
EWJ,2021,252,2021-01-04,2021-12-31,57.4035,58.4024,0.017401377964758158
EWJ,2022,251,2022-01-03,2022-12-30,58.1932,48.0374,-0.17451867228473428
EWJ,2023,250,2023-01-03,2023-12-29,48.2669,57.7851,0.19719932293144993
EWJ,2024,252,2024-01-02,2024-12-31,57.2445,61.8462,0.0803867620470089
EWJ,2025,250,2025-01-02,2025-12-31,61.7356,80.73,0.3076733683644446
EWL,2016,252,2016-01-04,2016-12-30,26.0461,25.6327,-0.015871857974898318
EWL,2017,251,2017-01-03,2017-12-29,25.7284,31.6159,0.22883272959064693
EWL,2018,251,2018-01-02,2018-12-31,31.7403,28.0083,-0.11757922892978334
EWL,2019,252,2019-01-02,2019-12-31,27.795,36.8533,0.32589674401870816
EWL,2020,253,2020-01-02,2020-12-31,37.1435,41.2036,0.10930849273762555
EWL,2021,252,2021-01-04,2021-12-31,41.6555,48.6273,0.1673680546386429
EWL,2022,251,2022-01-03,2022-12-30,48.784,39.4404,-0.19153000983929158
EWL,2023,250,2023-01-03,2023-12-29,40.0518,46.4073,0.1586820068011925
EWL,2024,252,2024-01-02,2024-12-31,46.0996,45.1083,-0.02150344037692309
EWL,2025,250,2025-01-02,2025-12-31,45.0003,59.96,0.33243556154070086
EWP,2016,252,2016-01-04,2016-12-30,20.7094,20.6108,-0.004761122968313769
EWP,2017,251,2017-01-03,2017-12-29,20.8752,26.1718,0.2537269104008586
EWP,2018,251,2018-01-02,2018-12-31,26.4593,21.826,-0.1751104526574777
EWP,2019,252,2019-01-02,2019-12-31,21.8667,24.4295,0.11720104085207184
EWP,2020,253,2020-01-02,2020-12-31,24.7505,23.4676,-0.05183329629704447
EWP,2021,252,2021-01-04,2021-12-31,23.6585,23.1958,-0.019557452923896324
EWP,2022,251,2022-01-03,2022-12-30,23.443,21.9945,-0.061788167043467235
EWP,2023,250,2023-01-03,2023-12-29,22.1401,28.6492,0.2939959620778587
EWP,2024,252,2024-01-02,2024-12-31,28.5369,30.2818,0.06114539420890153
EWP,2025,250,2025-01-02,2025-12-31,30.1941,53.91,0.7854481504664819
EWQ,2016,252,2016-01-04,2016-12-30,18.4132,19.6323,0.06620793778376388
EWQ,2017,251,2017-01-03,2017-12-29,19.6243,25.3471,0.29161804497485266
EWQ,2018,251,2018-01-02,2018-12-31,25.404,22.0773,-0.13095181861124228
EWQ,2019,252,2019-01-02,2019-12-31,21.8859,27.969,0.2779460748701219
EWQ,2020,253,2020-01-02,2020-12-31,28.1657,28.7688,0.021412569188764996
EWQ,2021,252,2021-01-04,2021-12-31,29.0889,34.5511,0.1877760932864425
EWQ,2022,251,2022-01-03,2022-12-30,34.8532,30.3887,-0.1280944074001814
EWQ,2023,250,2023-01-03,2023-12-29,30.6823,36.9851,0.2054213667163154
EWQ,2024,252,2024-01-02,2024-12-31,36.4376,34.9034,-0.04210485871736902
EWQ,2025,250,2025-01-02,2025-12-31,33.7653,44.99,0.3324330007433667
EWS,2016,252,2016-01-04,2016-12-30,13.1659,13.6562,0.03724014309693979
EWS,2017,251,2017-01-03,2017-12-29,13.7933,18.4062,0.33443048436559764
EWS,2018,251,2018-01-02,2018-12-31,18.7682,16.0013,-0.1474248995641564
EWS,2019,252,2019-01-02,2019-12-31,15.7986,18.3351,0.16055220082792143
EWS,2020,253,2020-01-02,2020-12-31,18.5629,16.7744,-0.09634809216232376
EWS,2021,252,2021-01-04,2021-12-31,16.8369,17.4829,0.03836810814342306
EWS,2022,251,2022-01-03,2022-12-30,17.5156,15.7272,-0.10210326794400415
EWS,2023,250,2023-01-03,2023-12-29,15.7775,16.7394,0.060966566312787185
EWS,2024,252,2024-01-02,2024-12-31,16.4529,20.4389,0.24226732065471746
EWS,2025,250,2025-01-02,2025-12-31,20.3454,27.51,0.3521483971806896
EWT,2016,252,2016-01-04,2016-12-30,12.1251,14.7221,0.21418380054597486
EWT,2017,251,2017-01-03,2017-12-29,14.9226,18.6699,0.25111575730770763
EWT,2018,251,2018-01-02,2018-12-31,18.9741,16.8219,-0.11342830489983713
EWT,2019,252,2019-01-02,2019-12-31,16.641,22.4318,0.34798389519860584
EWT,2020,253,2020-01-02,2020-12-31,22.7209,29.6614,0.3054676531299376
EWT,2021,252,2021-01-04,2021-12-31,30.0749,44.5684,0.4819134893216601
EWT,2022,251,2022-01-03,2022-12-30,45.0367,32.8773,-0.2699886981062113
EWT,2023,250,2023-01-03,2023-12-29,33.0411,41.1402,0.24512198443756406
EWT,2024,252,2024-01-02,2024-12-31,40.1928,49.4863,0.2312230051153441
EWT,2025,250,2025-01-02,2025-12-31,49.0848,63.53,0.294290696916357
EWU,2016,252,2016-01-04,2016-12-30,21.8096,22.4559,0.029633739270779946
EWU,2017,251,2017-01-03,2017-12-29,22.5437,27.2931,0.21067526626064037
EWU,2018,251,2018-01-02,2018-12-31,27.5445,22.9834,-0.16559022672402834
EWU,2019,252,2019-01-02,2019-12-31,22.8355,27.7153,0.21369359111909092
EWU,2020,253,2020-01-02,2020-12-31,27.7153,24.9632,-0.09929894318300714
EWU,2021,252,2021-01-04,2021-12-31,24.7712,28.4115,0.14695695000645914
EWU,2022,251,2022-01-03,2022-12-30,28.7459,27.2516,-0.05198306541106734
EWU,2023,250,2023-01-03,2023-12-29,27.2605,30.5314,0.11998679407934554
EWU,2024,252,2024-01-02,2024-12-31,30.245,32.6387,0.0791436601091089
EWU,2025,250,2025-01-02,2025-12-31,32.3595,43.98,0.3591062902702453
EWW,2016,252,2016-01-04,2016-12-30,38.6883,35.1785,-0.09071993341656259
EWW,2017,251,2017-01-03,2017-12-29,34.9625,40.4659,0.15740865212727928
EWW,2018,251,2018-01-02,2018-12-31,41.1334,34.018,-0.17298351218231411
EWW,2019,252,2019-01-02,2019-12-31,34.9005,38.6852,0.1084425724559821
EWW,2020,253,2020-01-02,2020-12-31,39.2968,37.1341,-0.055035015573787205
EWW,2021,252,2021-01-04,2021-12-31,37.4791,44.2081,0.1795400636621476
EWW,2022,251,2022-01-03,2022-12-30,44.0944,44.7965,0.015922656845313687
EWW,2023,250,2023-01-03,2023-12-29,45.6028,62.8607,0.378439481786206
EWW,2024,252,2024-01-02,2024-12-31,62.2585,45.1234,-0.2752250696692018
EWW,2025,250,2025-01-02,2025-12-31,46.1642,69.33,0.5018130932627447
EWY,2016,252,2016-01-04,2016-12-30,39.3012,43.6337,0.11023836422297517
EWY,2017,251,2017-01-03,2017-12-29,44.2565,63.216,0.4284003479714844
EWY,2018,251,2018-01-02,2018-12-31,64.0429,50.346,-0.21387070229486804
EWY,2019,252,2019-01-02,2019-12-31,49.3965,54.3495,0.10027026206310152
EWY,2020,253,2020-01-02,2020-12-31,54.3407,75.793,0.39477408277773396
EWY,2021,252,2021-01-04,2021-12-31,78.0743,70.0635,-0.10260482642815871
EWY,2022,251,2022-01-03,2022-12-30,70.0736,51.6486,-0.26293782537218
EWY,2023,250,2023-01-03,2023-12-29,50.3558,61.2165,0.21567922662334826
EWY,2024,252,2024-01-02,2024-12-31,60.1795,49.8796,-0.1711529673726102
EWY,2025,250,2025-01-02,2025-12-31,50.6719,97.06,0.9154600478766337
EWZ,2016,252,2016-01-04,2016-12-30,12.3002,20.4499,0.6625664623339458
EWZ,2017,251,2017-01-03,2017-12-29,21.3547,25.5401,0.19599432443443354
EWZ,2018,251,2018-01-02,2018-12-31,26.3041,24.897,-0.0534935618401694
EWZ,2019,252,2019-01-02,2019-12-31,26.2396,31.7205,0.20887894632540127
EWZ,2020,253,2020-01-02,2020-12-31,32.2887,25.2643,-0.21754979296162436
EWZ,2021,252,2021-01-04,2021-12-31,24.8962,20.5711,-0.17372530747664294
EWZ,2022,251,2022-01-03,2022-12-30,20.0508,22.9833,0.14625351606918424
EWZ,2023,250,2023-01-03,2023-12-29,21.2934,30.5259,0.43358505452393703
EWZ,2024,252,2024-01-02,2024-12-31,30.0011,21.2778,-0.29076600524647433
EWZ,2025,250,2025-01-02,2025-12-31,21.4856,31.74,0.47726849610902167
EZU,2016,252,2016-01-04,2016-12-30,26.9632,28.0389,0.039895116306669864
EZU,2017,251,2017-01-03,2017-12-29,27.9761,35.6986,0.2760391905948292
EZU,2018,251,2018-01-02,2018-12-31,35.8879,29.0364,-0.1909139292073373
EZU,2019,252,2019-01-02,2019-12-31,28.8668,35.7666,0.23902199066055108
EZU,2020,253,2020-01-02,2020-12-31,36.2103,38.5084,0.06346536758878019
EZU,2021,252,2021-01-04,2021-12-31,38.945,43.533,0.11780716394915913
EZU,2022,251,2022-01-03,2022-12-30,43.8787,35.9735,-0.18016030556967277
EZU,2023,250,2023-01-03,2023-12-29,36.3735,44.4308,0.2215156638761735
EZU,2024,252,2024-01-02,2024-12-31,43.7761,45.3531,0.03602422326337873
EZU,2025,250,2025-01-02,2025-12-31,44.9975,64.14,0.42541252291793974
FALN,2017,244,2017-01-03,2017-12-29,16.6506,18.0104,0.08166672672456254
FALN,2018,251,2018-01-02,2018-12-31,18.0655,17.1143,-0.0526528465860342
FALN,2019,252,2019-01-02,2019-12-31,17.1003,20.0953,0.17514312614398575
FALN,2020,253,2020-01-02,2020-12-31,20.1526,22.8673,0.13470718418467098
FALN,2021,252,2021-01-04,2021-12-31,22.8073,23.8871,0.047344490579770415
FALN,2022,251,2022-01-03,2022-12-30,23.7914,20.5066,-0.13806669636927638
FALN,2023,250,2023-01-03,2023-12-29,20.5233,23.1515,0.12805932769096584
FALN,2024,252,2024-01-02,2024-12-31,23.0462,24.7967,0.07595612291831211
FALN,2025,250,2025-01-02,2025-12-31,24.8709,27.3,0.0976683594079828
FAS,2016,252,2016-01-04,2016-12-30,21.5959,32.1307,0.4878148167013181
FAS,2017,251,2017-01-03,2017-12-29,32.9634,53.7785,0.6314609536637605
FAS,2018,251,2018-01-02,2018-12-31,53.4325,35.5823,-0.33407008842932673
FAS,2019,252,2019-01-02,2019-12-31,35.7254,75.8033,1.1218320858548818
FAS,2020,253,2020-01-02,2020-12-31,77.0929,49.2252,-0.36148205606482564
FAS,2021,252,2021-01-04,2021-12-31,47.2335,106.4715,1.2541522436406365
FAS,2022,251,2022-01-03,2022-12-30,109.5746,60.9408,-0.4438419122679891
FAS,2023,250,2023-01-03,2023-12-29,61.4754,69.0494,0.123203753045934
FAS,2024,252,2024-01-02,2024-12-31,70.1932,128.2849,0.82759726013346
FAS,2025,250,2025-01-02,2025-12-31,127.9458,168.4,0.316182320951528
FAZ,2016,252,2016-01-04,2016-12-30,14831.1464,7439.5496,-0.49838337513814845
FAZ,2017,251,2017-01-03,2017-12-29,7247.738,4004.067,-0.44754252982102827
FAZ,2018,251,2018-01-02,2018-12-31,4038.3191,4678.433,0.15850998500836644
FAZ,2019,252,2019-01-02,2019-12-31,4664.6425,1935.7733,-0.5850114344239671
FAZ,2020,253,2020-01-02,2020-12-31,1902.9518,505.1951,-0.7345202858001973
FAZ,2021,252,2021-01-04,2021-12-31,524.7601,166.4768,-0.6827563681003948
FAZ,2022,251,2022-01-03,2022-12-30,161.4982,166.6588,0.03195453571618767
FAZ,2023,250,2023-01-03,2023-12-29,165.96,123.3766,-0.2565883345384431
FAZ,2024,252,2024-01-02,2024-12-31,122.2033,59.8859,-0.5099485856764916
FAZ,2025,250,2025-01-02,2025-12-31,60.3587,38.4,-0.36380339536802486
FBND,2016,252,2016-01-04,2016-12-30,34.5162,36.85,0.06761462733441115
FBND,2017,251,2017-01-03,2017-12-29,36.7242,38.1477,0.03876190631790477
FBND,2018,251,2018-01-02,2018-12-31,38.0186,37.9314,-0.0022936141783233
FBND,2019,252,2019-01-02,2019-12-31,37.9158,41.5486,0.09581229988553597
FBND,2020,253,2020-01-02,2020-12-31,41.6049,45.273,0.08816509593821897
FBND,2021,252,2021-01-04,2021-12-31,45.2145,44.8635,-0.00776299638390332
FBND,2022,251,2022-01-03,2022-12-30,44.5504,39.2381,-0.11924247593736537
FBND,2023,250,2023-01-03,2023-12-29,39.4211,41.9119,0.06318443676102392
FBND,2024,252,2024-01-02,2024-12-31,41.657,42.6299,0.02335501836426057
FBND,2025,250,2025-01-02,2025-12-31,42.6774,46.05,0.07902543266459539
FBTC,2024,245,2024-01-11,2024-12-31,41.08,82.85,1.0167964946445958
FBTC,2025,250,2025-01-02,2025-12-31,84.82,76.35,-0.09985852393303463
FCG,2016,252,2016-01-04,2016-12-30,17.0446,20.5607,0.20628820858219044
FCG,2017,251,2017-01-03,2017-12-29,20.6471,18.2039,-0.11833138794310083
FCG,2018,251,2018-01-02,2018-12-31,18.6994,11.8668,-0.36539140293271444
FCG,2019,252,2019-01-02,2019-12-31,12.2139,9.9964,-0.1815554409320529
FCG,2020,253,2020-01-02,2020-12-31,9.8555,7.5867,-0.2302064836893104
FCG,2021,252,2021-01-04,2021-12-31,7.7071,15.0216,0.9490599577013403
FCG,2022,251,2022-01-03,2022-12-30,15.6075,22.1179,0.41713278872337
FCG,2023,250,2023-01-03,2023-12-29,20.8455,22.6818,0.08809095488234853
FCG,2024,252,2024-01-02,2024-12-31,22.8032,23.4139,0.026781328936289706
FCG,2025,250,2025-01-02,2025-12-31,24.1717,23.41,-0.031512057488716216
FDL,2016,252,2016-01-04,2016-12-30,15.8094,19.2373,0.21682669804040633
FDL,2017,251,2017-01-03,2017-12-29,19.4002,21.5495,0.11078751765445705
FDL,2018,251,2018-01-02,2018-12-31,21.6569,20.2578,-0.06460296718366898
FDL,2019,252,2019-01-02,2019-12-31,20.3321,25.2029,0.23956207179779754
FDL,2020,253,2020-01-02,2020-12-31,25.2802,23.8378,-0.057056510628871626
FDL,2021,252,2021-01-04,2021-12-31,23.6041,29.4565,0.24793997652950117
FDL,2022,251,2022-01-03,2022-12-30,29.6057,31.9927,0.08062636586873473
FDL,2023,250,2023-01-03,2023-12-29,31.3568,32.3401,0.03135842943157474
FDL,2024,252,2024-01-02,2024-12-31,32.8448,40.0514,0.21941372759158217
FDL,2025,250,2025-01-02,2025-12-31,38.1654,44.34,0.16178528195695585
FENY,2016,252,2016-01-04,2016-12-30,11.9712,15.2256,0.27185244587008817
FENY,2017,251,2017-01-03,2017-12-29,15.4269,14.8759,-0.03571683228646072
FENY,2018,251,2018-01-02,2018-12-31,15.1282,11.902,-0.2132573604262239
FENY,2019,252,2019-01-02,2019-12-31,12.1611,12.9865,0.06787214972329814
FENY,2020,253,2020-01-02,2020-12-31,13.0839,8.5519,-0.34637990201698265
FENY,2021,252,2021-01-04,2021-12-31,8.5856,13.1926,0.5365961610137906
FENY,2022,251,2022-01-03,2022-12-30,13.6184,21.3968,0.5711684191975563
FENY,2023,250,2023-01-03,2023-12-29,20.6845,21.4878,0.03883584326427991
FENY,2024,252,2024-01-02,2024-12-31,21.7117,22.9103,0.05520525799453746
FENY,2025,250,2025-01-02,2025-12-31,23.2178,24.76,0.06642317532238207
FETH,2025,250,2025-01-02,2025-12-31,34.42,29.5904,-0.1403137710633353
FEZ,2016,252,2016-01-04,2016-12-30,25.6783,26.408,0.028416990221315386
FEZ,2017,251,2017-01-03,2017-12-29,26.4632,32.9579,0.24542383385229316
FEZ,2018,251,2018-01-02,2018-12-31,33.1361,27.7326,-0.16306988450662563
FEZ,2019,252,2019-01-02,2019-12-31,27.6075,34.9544,0.26611971384587507
FEZ,2020,253,2020-01-02,2020-12-31,35.3572,36.4675,0.03140237349111352
FEZ,2021,252,2021-01-04,2021-12-31,36.7385,41.3309,0.12500238169767397
FEZ,2022,251,2022-01-03,2022-12-30,41.7478,35.5239,-0.1490833049885264
FEZ,2023,250,2023-01-03,2023-12-29,36.0006,45.1151,0.25317633594995637
FEZ,2024,252,2024-01-02,2024-12-31,44.464,46.7236,0.05081863979848866
FEZ,2025,250,2025-01-02,2025-12-31,46.6265,64.9,0.3919123245364762
FIXD,2017,221,2017-02-15,2017-12-29,36.8493,38.1397,0.03501830428257802
FIXD,2018,251,2018-01-02,2018-12-31,38.0871,38.3133,0.005939018722874723
FIXD,2019,252,2019-01-02,2019-12-31,38.391,42.4502,0.10573311453205192
FIXD,2020,253,2020-01-02,2020-12-31,42.5158,46.0613,0.08339252701348676
FIXD,2021,252,2021-01-04,2021-12-31,46.0866,45.3601,-0.015763801191669424
FIXD,2022,251,2022-01-03,2022-12-30,45.0916,38.5539,-0.14498709293970502
FIXD,2023,250,2023-01-03,2023-12-29,38.769,40.7635,0.05144574273259561
FIXD,2024,252,2024-01-02,2024-12-31,40.5337,40.7281,0.00479600924662682
FIXD,2025,250,2025-01-02,2025-12-31,40.7755,44.32,0.08692719893073053
FLOT,2016,252,2016-01-04,2016-12-30,38.028,38.6296,0.015819922162617184
FLOT,2017,251,2017-01-03,2017-12-29,38.6525,39.3042,0.016860487678675318
FLOT,2018,251,2018-01-02,2018-12-31,39.3042,39.7572,0.01152548582594215
FLOT,2019,252,2019-01-02,2019-12-31,39.7177,41.3345,0.04070729171125209
FLOT,2020,253,2020-01-02,2020-12-31,41.3426,41.6298,0.006946829662382248
FLOT,2021,252,2021-01-04,2021-12-31,41.6462,41.7686,0.002939043658244822
FLOT,2022,251,2022-01-03,2022-12-30,41.748,42.1593,0.00985196895659679
FLOT,2023,250,2023-01-03,2023-12-29,42.1677,44.6477,0.058812787987013726
FLOT,2024,252,2024-01-02,2024-12-31,44.6653,47.3391,0.05986302565974033
FLOT,2025,250,2025-01-02,2025-12-31,47.3386,50.85,0.07417625362811742
FLRN,2016,252,2016-01-04,2016-12-30,23.0455,23.4451,0.01733961076999857
FLRN,2017,251,2017-01-03,2017-12-29,23.4298,23.8707,0.01881791564588675
FLRN,2018,251,2018-01-02,2018-12-31,23.8629,24.1507,0.012060562630694438
FLRN,2019,252,2019-01-02,2019-12-31,24.1189,25.1226,0.04161466733557484
FLRN,2020,253,2020-01-02,2020-12-31,25.1144,25.2555,0.005618290701748796
FLRN,2021,252,2021-01-04,2021-12-31,25.272,25.3271,0.002180278569167582
FLRN,2022,251,2022-01-03,2022-12-30,25.3354,25.6588,0.012764748138967663
FLRN,2023,250,2023-01-03,2023-12-29,25.6673,27.3366,0.06503605755182673
FLRN,2024,252,2024-01-02,2024-12-31,27.3367,28.9177,0.05783433991666875
FLRN,2025,250,2025-01-02,2025-12-31,28.9271,30.74,0.06267133587535567
FLTR,2016,252,2016-01-04,2016-12-30,18.4205,18.9051,0.02630764637224825
FLTR,2017,251,2017-01-03,2017-12-29,18.9126,19.4352,0.027632372069413824
FLTR,2018,251,2018-01-02,2018-12-31,19.4429,19.4475,0.00023659022059474566
FLTR,2019,252,2019-01-02,2019-12-31,19.4628,20.5124,0.05392852004850268
