ticker,year,start_date,end_date,n_price_days,n_return_days,start_price,end_price,total_return,annualized_return,annualized_volatility,sharpe_ratio
ITB,2017,2017-01-03,2017-12-29,251,251,26.051,41.1521,0.5796744846646962,0.4802129859819476,0.14583534369477869,2.9499912372569153
ITB,2018,2018-01-02,2018-12-31,251,251,41.2463,28.4071,-0.3112812543185691,-0.34148006464499314,0.24674213735023026,-1.5865959047332043
ITB,2019,2019-01-02,2019-12-31,252,252,28.3788,42.2412,0.4884773140513341,0.41377866776290895,0.18351482073241357,1.9822849528504376
ITB,2020,2020-01-02,2020-12-31,253,253,42.1365,53.5664,0.27125888481482807,0.38418582064808343,0.5385224976688782,0.6205605561414531
ITB,2021,2021-01-04,2021-12-31,252,252,52.6175,79.7675,0.5159880267971682,0.4354633078259771,0.2721152980613211,1.416544055303767
ITB,2022,2022-01-03,2022-12-30,251,251,77.6038,58.7987,-0.24232189660815595,-0.2349598517917753,0.37788361868675485,-0.7540942176379222
ITB,2023,2023-01-03,2023-12-29,250,250,59.6088,99.3057,0.6659570399001489,0.5628363659129657,0.26165188763791675,1.9599949021680554
ITB,2024,2024-01-02,2024-12-31,252,252,98.1049,101.3604,0.03318386747247071,0.05762321036887974,0.2735842647197809,0.02786421352371205
ITB,2025,2025-01-02,2025-12-31,250,250,101.8303,96.8,-0.04939885279725187,0.0013447342183512969,0.31149530721767915,-0.15619903303277513
URA,2016,2016-01-04,2016-12-30,252,251,9.9988,9.9372,-0.006160739288714523,0.028926085674955096,0.26600913758428557,-0.07922252038566754
URA,2017,2017-01-03,2017-12-29,251,251,10.246,11.8613,0.15765176654304103,0.24155701945690725,0.36148470538449273,0.5299173564014495
URA,2018,2018-01-02,2018-12-31,251,251,12.3578,9.2388,-0.2523912023175646,-0.2130514884824352,0.27524488104113454,-0.9556998389485868
URA,2019,2019-01-02,2019-12-31,252,252,9.2229,8.9113,-0.0337854687788004,-0.02181807259802726,0.16932481471835728,-0.4241438132826797
URA,2020,2020-01-02,2020-12-31,253,253,8.8952,12.5944,0.41586473603741325,0.40995657042575767,0.3594642861501016,1.001369494257492
URA,2021,2021-01-04,2021-12-31,252,252,12.7258,19.8236,0.5577488252212042,0.571672235991503,0.48832266500946886,1.068294128803928
URA,2022,2022-01-03,2022-12-30,251,251,20.9963,17.5889,-0.16228573605825802,0.021664458631389785,0.5347538676930054,-0.05298800640910418
URA,2023,2023-01-03,2023-12-29,250,250,17.729,25.5603,0.44172260138755726,0.42978797439674893,0.3259000777079472,1.1653509783360436
URA,2024,2024-01-02,2024-12-31,252,252,25.4396,25.6074,0.006596015660623511,0.06942423359580652,0.3685765733436992,0.052700673348800534
URA,2025,2025-01-02,2025-12-31,250,250,26.9819,42.6,0.5788361827743784,0.6333468659029783,0.4903749448360011,1.1895935386708436
XLP,2016,2016-01-04,2016-12-30,252,251,38.1699,40.8267,0.0696045837164887,0.07500874229057566,0.12209251878539847,0.20483435463014263
