date,portfolio_value,daily_return,cumulative_return,drawdown
2018-01-02,10000.0,,0.0,0.0
2018-01-03,10015.167839569665,0.0015167839569665276,0.0015167839569665276,0.0
2018-01-04,10012.629648379014,-0.0002534347133578141,0.001262964837901448,-0.0002534347133578141
2018-01-05,10021.134280828592,0.0008493904946293984,0.0021134280828591923,0.0
2018-01-08,10012.29938173381,-0.0008816266549469542,0.0012299381733809067,-0.0008816266549469542
2018-01-09,9955.749521648591,-0.005648039269419702,-0.004425047835140861,-0.006524686462398566
2018-01-10,9940.722815455689,-0.001509349563307838,-0.005927718454431075,-0.008024187993043608
2018-01-11,9989.590451935703,0.0049159037413291085,-0.0010409548064297391,-0.0031477303874907214
2018-01-12,10008.869889916974,0.0019299527917620019,0.0008869889916973683,-0.0012238525667778166
2018-01-16,10000.294101410158,-0.0008568188617833483,2.9410141015873137e-05,-0.0020796228085979696
2018-01-17,10017.235065871984,0.001694046624032497,0.0017235065871983313,-0.00038909916256357757
2018-01-18,9953.229370045348,-0.006389557138845481,-0.00467706299546522,-0.0067761701300772526
2018-01-19,9965.019401685735,0.0011845433478976375,-0.003498059831426481,-0.005599653449431363
2018-01-22,9933.114884956263,-0.003201651240545944,-0.006688511504373662,-0.008783376552564337
2018-01-23,9974.18092127697,0.004134255648537977,-0.0025819078723030575,-0.0046854336281521025
2018-01-24,9981.775662216629,0.0007614400620563622,-0.0018224337783371292,-0.003927561242968225
2018-01-25,9996.170282490253,0.0014420901411471565,-0.00038297175097468106,-0.0024911349991684206
2018-01-26,9973.891846838631,-0.0022286970931904015,-0.0026108153161369385,-0.004714280107027458
2018-01-29,9913.3422906122,-0.006070805374295607,-0.00866577093878007,-0.010756466004313348
2018-01-30,9855.086513710243,-0.005876502111414439,-0.01449134862897572,-0.016569757720542144
2018-01-31,9865.945552083584,0.0011018714405230945,-0.01340544479164163,-0.015486144022827775
2018-02-01,9790.636055479767,-0.0076332771356023565,-0.020936394452023332,-0.023001211129341947
2018-02-02,9661.49397551913,-0.013190366716609447,-0.03385060244808702,-0.03588818343622924
2018-02-05,9624.435878052804,-0.00383564876821596,-0.03755641219471961,-0.039586177737854555
2018-02-06,9635.49590561438,0.0011491611250480371,-0.03645040943856204,-0.038482507509352115
2018-02-07,9582.19581389681,-0.005531639703828195,-0.041780418610319114,-0.04380127584673865
2018-02-08,9548.651633449897,-0.0035006778298418695,-0.04513483665501028,-0.04714861952130511
2018-02-09,9511.71833894064,-0.0038679067921879584,-0.04882816610593599,-0.05083415984780426
2018-02-12,9546.722694771155,0.0036801295605242146,-0.045327730522884524,-0.047341106581620385
2018-02-13,9551.713213884457,0.0005227468391886259,-0.04482867861155426,-0.046843107156261055
2018-02-14,9536.375230271173,-0.0016057835144159815,-0.04636247697288276,-0.04837367078144139
2018-02-15,9551.854592030173,0.0016231913473647719,-0.04481454079698266,-0.04682899915792926
2018-02-16,9596.472394640437,0.004671114094166873,-0.04035276053595627,-0.04237662866174485
2018-02-20,9477.264126201511,-0.012422092570755772,-0.052273587379848885,-0.05427231482842787
2018-02-21,9443.498341991106,-0.0035628197927980443,-0.05565016580088944,-0.05764177214375421
2018-02-22,9419.871267959272,-0.0025019408249138397,-0.05801287320407278,-0.05999949666572124
2018-02-23,9478.355010137926,0.006208550044370709,-0.05216449898620745,-0.054163456499036755
