start_date,end_date,n_assets,n_trading_days,initial_capital,final_value,total_return,cagr,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,risk_free_rate
2018-01-02,2020-12-31,10,756,10000.0,11034.503901983166,0.10345039019831659,0.033403225954693916,0.03886249324356476,0.10915848091759432,-0.10203061331389494,-0.11231594479491051,-0.21831819500394078,0.153002483160375,0.05
