date,portfolio_value,daily_return,cumulative_return,drawdown
2016-02-24,10115.601639536122,-0.005592641072627913,0.011560163953612257,-0.02394745809700405
2016-02-25,10135.192543225945,0.0019367017788891605,0.013519254322594598,-0.02205713540281129
2016-02-26,10095.249799348498,-0.003940995073067888,0.009524979934849798,-0.025911203413930717
2016-02-29,10122.702873915821,0.0027194051769867666,0.012270287391582091,-0.023262261297649633
2016-03-01,10083.517844630305,-0.0038710045897413226,0.008351784463030532,-0.02704321756714001
2016-03-02,10150.318460227374,0.006624733215763845,0.015031846022737438,-0.0205976384530544
2016-03-03,10220.076392624207,0.0068724870722203235,0.022007639262420664,-0.013866708384820847
2016-03-04,10219.54206594457,-5.2282063177422344e-05,0.021954206594456904,-0.013918265467874447
2016-03-07,10238.418769551143,0.0018471183429518145,0.023841876955114305,-0.012096855808370499
2016-03-08,10237.715710985967,-6.866866661736637e-05,0.023771571098596622,-0.01216469380002927
2016-03-09,10210.034997238072,-0.002703797851916434,0.021003499723807106,-0.014835600778980051
2016-03-10,10193.52299287351,-0.001617232885982145,0.019352299287350938,-0.016428841043499065
2016-03-11,10196.118605391892,0.00025463350798315965,0.019611860539189285,-0.016178390868943016
2016-03-14,10173.083502227651,-0.0022592031395219925,0.017308350222765112,-0.01840104373702145
2016-03-15,10139.696637133862,-0.0032818825370378724,0.013969663713386149,-0.02162253620995558
2016-03-16,10199.150179997154,0.005863443946198421,0.0199150179997154,-0.015885874792798793
2016-03-17,10283.495030424392,0.008269791986459607,0.028349503042439217,-0.007747455686398674
2016-03-18,10319.070177864745,0.003459441302310351,0.031907017786474645,-0.004314816252277587
2016-03-21,10267.773998932864,-0.0049710078570757155,0.026777399893286313,-0.009264375123861468
2016-03-22,10240.426145932817,-0.0026634646421793695,0.02404261459328172,-0.011903164430466573
2016-03-23,10283.16320556053,0.004173367301192554,0.028316320556053043,-0.007779473406488879
2016-03-24,10262.005786692549,-0.002057481578872533,0.02620057866925496,-0.009820948862134249
2016-03-28,10285.442960682003,0.002283878461640132,0.028544296068200303,-0.007559500254073148
2016-03-29,10356.851191539165,0.0069426500278240155,0.03568511915391648,-0.0006693331908984579
2016-03-30,10318.635767806547,-0.0036898689597700818,0.03186357678065477,-0.004356732398903662
2016-03-31,10358.787462460217,0.0038911824738441236,0.03587874624602172,-0.00048250276581329743
2016-04-01,10318.154036511916,-0.003922604464620449,0.03181540365119173,-0.004403214562930358
2016-04-04,10310.278059627604,-0.000763312590260079,0.031027805962760446,-0.005163166124076968
2016-04-05,10312.690226190207,0.00023395746929932848,0.03126902261902065,-0.004930416616057642
2016-04-06,10291.322401306796,-0.0020719932834931676,0.0291322401306795,-0.006992194109437411
2016-04-07,10317.37902608293,0.0025319024863923456,0.0317379026082929,-0.0044779951766960036
2016-04-08,10326.686785492431,0.0009021437892289264,0.03266867854924316,-0.003579891183004058
2016-04-11,10374.125473694725,0.00459379558881734,0.037412547369472415,0.0
2016-04-12,10367.186331727324,-0.0006688893425278453,0.03671863317273227,-0.0006688893425278453
2016-04-13,10431.350440027163,0.006189153570383299,0.04313504400271628,0.0
2016-04-14,10402.820233177388,-0.0027350444234237603,0.04028202331773878,-0.0027350444234237603
2016-04-15,10443.363290787716,0.003897314064990276,0.04433632907877172,0.0
2016-04-18,10442.837193712227,-5.037621126846581e-05,0.04428371937122266,-5.037621126846581e-05
2016-04-19,10498.045870569302,0.005286750701267051,0.04980458705693014,0.0
2016-04-20,10429.614592646578,-0.006518477702080472,0.042961459264657886,-0.006518477702080472
2016-04-21,10393.840762734562,-0.0034300241484702676,0.0393840762734563,-0.009926143314621272
2016-04-22,10383.46562951892,-0.0009982001314510214,0.03834656295189198,-0.010914435168510872
2016-04-25,10340.969060421758,-0.004092715343165354,0.034096906042175856,-0.014962480835400083
2016-04-26,10411.928520963005,0.006861973972326574,0.041192852096300525,-0.008203179017127527
2016-04-27,10443.787578164134,0.003059861305903633,0.04437875781641343,-0.005168418301283784
2016-04-28,10430.855301147776,-0.0012382746124975919,0.04308553011477767,-0.006400292992612133
2016-04-29,10451.018981993237,0.001933080295269951,0.04510189819932364,-0.004479584977610251
2016-05-02,10413.04382806965,-0.0036336317051012257,0.04130438280696502,-0.00809693952071111
2016-05-03,10402.209811416627,-0.0010404274515601886,0.040220981141662726,-0.009128942694120346
2016-05-04,10396.066554418492,-0.0005905723023768017,0.03960665544184927,-0.009714123695792054
2016-05-05,10445.23287215715,0.0047293192556334684,0.04452328721571508,-0.005030745632404798
2016-05-06,10413.201343174049,-0.003066617027609242,0.04132013431740478,-0.008081935289796172
2016-05-09,10419.722201491804,0.0006262107206858047,0.04197222014918034,-0.007460785563632721
2016-05-10,10428.033548395968,0.0007976553254915864,0.04280335483959674,-0.006669081373478214
2016-05-11,10436.27125216925,0.0007899575442533724,0.04362712521692491,-0.005884392120369175
2016-05-12,10426.508514333542,-0.0009354622546514646,0.04265085143335412,-0.006814349748300419
2016-05-13,10415.628009552005,-0.0010435425019390543,0.041562800955200485,-0.007850781186654054
2016-05-16,10376.063139889477,-0.003798606250745906,0.03760631398894776,-0.011619565410911137
2016-05-17,10407.853450923889,0.0030638124118769205,0.04078534509238896,-0.008591353167760718
2016-05-18,10329.931751834303,-0.0074868174746127725,0.03299317518343026,-0.016013848749346526
2016-05-19,10322.256818918757,-0.0007429800215459359,0.03222568189187558,-0.01674493080120365
2016-05-20,10322.519325358942,2.5431109183848832e-05,0.03225193253589431,-0.016719925534183333
2016-05-23,10324.16088017591,0.0001590265675681657,0.032416088017590994,-0.016563557878982893
2016-05-24,10310.290993887094,-0.0013434395734231996,0.031029099388709458,-0.017884745313274775
2016-05-25,10347.920380797135,0.003649692034138674,0.03479203807971354,-0.014300327091638532
2016-05-26,10366.99709504975,0.0018435312169597928,0.03669970950497503,-0.012483158974084918
2016-05-27,10368.547290331762,0.00014953175618748205,0.036854729033176215,-0.012335493846581613
2016-05-31,10279.163974842397,-0.008620620901513498,0.027916397484239575,-0.020849775132010806
2016-06-01,10370.593787423422,0.008894674003138148,0.03705937874234233,-0.012140553081710581
2016-06-02,10429.351785873554,0.0056658277871599605,0.042935178587355294,-0.006543511577552508
2016-06-03,10529.192588727505,0.009573059275762796,0.05291925887275051,0.0
2016-06-06,10499.70286880515,-0.0028007579568756213,0.04997028688051497,-0.0028007579568756213
2016-06-07,10558.838764260163,0.005632149423076216,0.05588387642601633,0.0
2016-06-08,10603.450483450844,0.004225059231104611,0.06034504834508447,0.0
2016-06-09,10585.476592953346,-0.0016950982631126488,0.058547659295334675,-0.0016950982631126488
2016-06-10,10537.317054503312,-0.004549586221001434,0.053731705450331235,-0.0062369724884130395
2016-06-13,10523.654317186702,-0.0012966049370956023,0.05236543171867014,-0.007525490536187562
2016-06-14,10464.098969302931,-0.00565918891753292,0.04640989693029307,-0.013142091281079016
2016-06-15,10521.799526741608,0.005514144849732894,0.05217995267416087,-0.007700413826298491
2016-06-16,10543.188115184717,0.002032788059566082,0.05431881151847184,-0.005683279076012182
2016-06-17,10579.774058691552,0.003470102506673678,0.05797740586915512,-0.002232898130306249
2016-06-20,10601.314178854056,0.0020359716609268386,0.06013141788540555,-0.00020147258669456214
2016-06-21,10587.772222649985,-0.0012773846690707913,0.058777222264998485,-0.0014785998977718817
2016-06-22,10613.894252918104,0.0024671885377585134,0.06138942529181035,0.0
2016-06-23,10606.768168996625,-0.0006713920217850111,0.06067681689966253,-0.0006713920217850111
2016-06-24,10535.506052452709,-0.006718551344622958,0.053550605245271,-0.007385432584637197
2016-06-27,10615.174438337492,0.007561894558091531,0.06151744383374913,0.0
2016-06-28,10696.59281851644,0.00766999926867884,0.06965928185164394,0.0
2016-06-29,10688.700998000586,-0.0007377882518059264,0.06887009980005865,-0.0007377882518059264
2016-06-30,10764.125526283973,0.007056472839636507,0.07641255262839741,0.0
2016-07-01,10861.88360401562,0.009081841111285849,0.08618836040156208,0.0
2016-07-05,10864.449023288229,0.0002361854873551561,0.08644490232882296,0.0
2016-07-06,10852.564271033261,-0.0010939121007877972,0.08525642710332604,-0.0010939121007877972
2016-07-07,10848.516769146729,-0.00037295350531452165,0.08485167691467277,-0.0014664576277498842
2016-07-08,10959.755726637313,0.010253840212235188,0.09597557266373125,0.0
2016-07-11,10909.531857064972,-0.0045825719865519865,0.09095318570649735,-0.0045825719865519865
2016-07-12,10860.688386779268,-0.004477137142605669,0.0860688386779267,-0.009039192325907996
2016-07-13,10923.602644316641,0.005792842524969144,0.09236026443166412,-0.003298712418635663
2016-07-14,10859.492551746216,-0.005868951357708041,0.08594925517462171,-0.009148303793615642
2016-07-15,10799.026929691941,-0.00556799700963484,0.07990269296919417,-0.01466536307508437
2016-07-18,10789.648509390312,-0.0008684504967613194,0.07896485093903127,-0.015521077429997976
2016-07-19,10802.978430651994,0.0012354360987831825,0.08029784306519949,-0.014304816630563932
2016-07-20,10764.068517835658,-0.0036017764051008427,0.07640685178356588,-0.017855070284645502
2016-07-21,10760.077104626762,-0.000370808974532455,0.07600771046267618,-0.018219258438875507
2016-07-22,10794.996307740661,0.0032452558447637614,0.07949963077406608,-0.01503312874904772
2016-07-25,10784.290065423087,-0.0009917782287611754,0.07842900654230878,-0.016009997448005464
2016-07-26,10795.755814475284,0.0010631899719535376,0.0795755814475283,-0.014963829144789553
2016-07-27,10879.63622055519,0.007769757627107188,0.08796362205551911,-0.007310336843310727
2016-07-28,10887.511639835719,0.0007238678868368709,0.08875116398357186,-0.006591760674556579
2016-07-29,10952.841817928858,0.006000469184722412,0.09528418179288578,-0.0006308451466350284
2016-08-01,10855.76051778567,-0.008863571825192929,0.08557605177856686,-0.009488825430560177
2016-08-02,10791.753625036308,-0.00589612239920867,0.07917536250363089,-0.015329000553605532
2016-08-03,10788.067580937786,-0.00034156117963723975,0.07880675809377857,-0.01566532594173109
2016-08-04,10818.459548831466,0.0028171836768413616,0.08184595488314672,-0.01289227436542506
2016-08-05,10804.006644923253,-0.0013359484169606084,0.08040066449232519,-0.01421099936885617
2016-08-08,10820.96913982271,0.0015700189251020014,0.08209691398227092,-0.012663291981707903
2016-08-09,10890.14863576282,0.006393096130874243,0.08901486357628197,-0.006351153493805994
2016-08-10,10896.052847415878,0.0005421607960123254,0.0896052847415878,-0.005812436044227431
2016-08-11,10872.77885027862,-0.0021360025931571602,0.08727788502786216,-0.00793602325892162
2016-08-12,10907.887880015418,0.0032290760458075773,0.09078878800154189,-0.004732573235718407
2016-08-15,10872.233741248425,-0.0032686565134498746,0.08722337412484249,-0.007985760592835955
2016-08-16,10838.85746188093,-0.003069864037310688,0.08388574618809308,-0.011031109430892139
2016-08-17,10851.46448984668,0.0011631325543384197,0.08514644898466806,-0.009880807519043078
2016-08-18,10890.19026364867,0.0035687140512901117,0.08901902636486692,-0.006347355244384345
2016-08-19,10841.20332960871,-0.0044982624595162335,0.08412033296087107,-0.010817065634087575
2016-08-22,10867.774328879575,0.002450927121558255,0.08677743288795758,-0.008392650352067599
2016-08-23,10910.52831051549,0.0039340144855881665,0.09105283105154904,-0.0044916526745369945
2016-08-24,10909.085878539268,-0.00013220551151782445,0.09090858785392686,-0.004623264364815527
2016-08-25,10850.800030979997,-0.005342871823379225,0.08508000309799968,-0.009941434679287875
2016-08-26,10800.133510417463,-0.004669381097972214,0.08001335104174623,-0.014564395430081922
2016-08-29,10915.040032943283,0.01063936130187515,0.0915040032943284,-0.004079989993330813
2016-08-30,10918.637907684164,0.00032962542785197613,0.09186379076841633,-0.003751709433925998
2016-08-31,10912.427625225464,-0.0005687781306795703,0.09124276252254648,-0.004318353674326869
2016-09-01,10924.913817868844,0.0011442176820963823,0.09249138178688443,-0.003179077128862118
2016-09-02,10926.840473054328,0.00017635426856488223,0.09268404730543289,-0.0030032835041191586
2016-09-06,11011.936451995418,0.007787793658279973,0.10119364519954188,0.0
2016-09-07,11001.887828867806,-0.0009125209876952312,0.10018878288678068,-0.0009125209876952312
2016-09-08,10910.751422206407,-0.008283706221969167,0.09107514222064084,-0.009188668153880863
2016-09-09,10704.578797387821,-0.01889628100214691,0.07045787973878204,-0.02791131750055653
2016-09-12,10714.437417393056,0.0009209722485894467,0.07144374173930546,-0.0270160508008066
2016-09-13,10545.789324895837,-0.01574026576733245,0.05457893248958379,-0.04233107674855063
2016-09-14,10564.131195723287,0.0017392601219663462,0.05641311957232875,-0.040665441380293044
2016-09-15,10556.226067605947,-0.0007482989344679281,0.05562260676059472,-0.04138331040830645
2016-09-16,10542.810711645821,-0.0012708477323437606,0.05428107116458203,-0.04260156625446099
2016-09-19,10569.322079935957,0.0025146395031876434,0.05693220799359566,-0.04019405433267431
2016-09-20,10465.79485933995,-0.009795067253417833,0.04657948593399497,-0.049595418120716106
2016-09-21,10682.925298284452,0.020746674463118175,0.06829252982844514,-0.029877683652210663
2016-09-22,10754.860095516233,0.006733623536928857,0.07548600955162321,-0.023345245189151265
2016-09-23,10711.06749712207,-0.004071889174311005,0.0711067497122071,-0.02732207511230489
2016-09-26,10707.538045436602,-0.00032951446589390976,0.0707538045436602,-0.027642586559211146
2016-09-27,10770.238551348788,0.0058557350575008105,0.07702385513487875,-0.02194871916490515
2016-09-28,10791.263832991985,0.0019521648980154183,0.07912638329919841,-0.020039401785999833
2016-09-29,10725.65474157478,-0.0060798338760488235,0.07256547415747794,-0.02599739942821433
2016-09-30,10718.769134102717,-0.0006419754912837528,0.07187691341027169,-0.026622685226228127
2016-10-03,10701.779115035255,-0.0015850718356650306,0.07017791150352548,-0.028165558193351203
2016-10-04,10618.20861698925,-0.007809028494018766,0.06182086169892509,-0.03575464104088821
2016-10-05,10623.831581724558,0.0005295586984712664,0.06238315817245588,-0.03524401652359088
2016-10-06,10601.794255142615,-0.002074329436834499,0.060179425514261586,-0.03724523825947823
2016-10-07,10565.436372335616,-0.0034294084503065925,0.056543637233561705,-0.0405469175749642
2016-10-10,10546.769115718322,-0.001766823059591971,0.05467691157183219,-0.04224210140558937
2016-10-11,10455.193618423842,-0.008682800987650396,0.04551936184238414,-0.05055812263343484
2016-10-12,10471.372312810725,0.0015474313510916993,0.0471372312810725,-0.04908892650635843
2016-10-13,10442.928722167306,-0.0027163192935677483,0.04429287221673062,-0.051671904601756524
2016-10-14,10376.521733404743,-0.006359038783976367,0.037652173340474215,-0.057702359740328335
2016-10-17,10387.947879665144,0.0011011537925678105,0.03879478796651448,-0.056664745120028726
2016-10-18,10459.220998467572,0.006861135580199518,0.0459220998467571,-0.05019239403871523
2016-10-19,10487.905337953265,0.0027424929150934307,0.048790533795326496,-0.04758755340866461
2016-10-20,10459.155846065863,-0.002741204364551608,0.0459155846065864,-0.05019831056411406
2016-10-21,10464.547468221032,0.0005154930507318412,0.046454746822103044,-0.049708694393636566
2016-10-24,10426.53453184746,-0.0036325446933095362,0.042653453184746004,-0.053160670032915136
2016-10-25,10404.2421887306,-0.0021380395421668474,0.040424218873060136,-0.055185049960463584
2016-10-26,10351.95722542337,-0.005025350463666034,0.03519572254233694,-0.05993307620772337
2016-10-27,10281.746198032137,-0.006782391567345503,0.028174619803213785,-0.06630897818439252
2016-10-28,10290.785746521145,0.000879184169196634,0.029078574652114497,-0.0654880918190911
2016-10-31,10320.861455704162,0.002922586275123207,0.032086145570416225,-0.0627569001423024
2016-11-01,10310.673611167444,-0.0009871118394955136,0.031067361116744463,-0.0636820639026574
2016-11-02,10320.54390935321,0.0009572893642055824,0.03205439093532103,-0.06278573670091647
2016-11-03,10292.630922544653,-0.002704604239245567,0.029263092254465217,-0.06532053037051655
2016-11-04,10320.475511809378,0.002705293668282094,0.03204755118093772,-0.06279194791945464
2016-11-07,10334.350392836286,0.001344403270084893,0.033435039283628676,-0.061531962349487546
2016-11-08,10277.978122208817,-0.005454844134813341,0.027797812220881735,-0.06665115922037523
2016-11-09,10110.676479087615,-0.016277680408726902,0.011067647908761469,-0.08184391336044172
2016-11-10,10094.50876478136,-0.001599073448714905,0.009450876478136028,-0.08331211238036296
2016-11-11,9992.556593409317,-0.010099765500996227,-0.0007443406590682544,-0.09257044508292489
2016-11-14,10030.776959076564,0.0038248835830916317,0.003077695907656386,-0.08909963267551035
2016-11-15,10027.414536041782,-0.00033521062710295535,0.0027414536041783233,-0.08940497615886944
2016-11-16,9995.710301283487,-0.0031617556693542825,-0.00042896987165130795,-0.09228405513798488
2016-11-17,9959.523488695524,-0.003620234230209407,-0.004047651130447583,-0.09557019947288126
2016-11-18,9923.349773131362,-0.003632072920478624,-0.007665022686863865,-0.09885515445984971
2016-11-21,9925.47683951039,0.00021434963270028362,-0.007452316048961127,-0.09866199439319834
2016-11-22,9960.151627667889,0.003493513583092467,-0.003984837233211191,-0.09551315782765357
2016-11-23,9942.855001391032,-0.0017365826267954354,-0.005714499860896782,-0.09708387396393514
2016-11-25,9979.709964425503,0.0037066781150199013,-0.0020290035574497267,-0.09373705451985881
2016-11-28,9976.592437101977,-0.00031238656580589996,-0.002340756289802237,-0.09402015888911441
2016-11-29,10009.91620234286,0.0033401951067937308,0.0009916202342858949,-0.09099400945698222
2016-11-30,9971.35648821576,-0.003852151541296034,-0.002864351178423985,-0.0944956382844998
2016-12-01,9980.208191420017,0.0008877130423246005,-0.0019791808579983083,-0.09369181025272322
2016-12-02,9990.33009902937,0.0010141980422868624,-0.0009669900970630252,-0.09277263426097304
2016-12-05,10014.567782188094,0.0024261143444177513,0.001456778218809518,-0.09057159693530514
2016-12-06,10047.275187705609,0.0032659827392338414,0.004727518770560879,-0.08760141946832678
2016-12-07,10149.187102808759,0.010143239156806816,0.01491871028087588,-0.07834674245966289
2016-12-08,10141.791785292062,-0.0007286610682988304,0.014179178529206249,-0.07901831530690329
2016-12-09,10062.837492146919,-0.007785043788775647,0.0062837492146918805,-0.08618819805089939
2016-12-12,10044.131483617577,-0.0018589198666817408,0.004413148361757768,-0.0878869009639508
2016-12-13,10062.719059030751,0.0018505906103969405,0.006271905903075137,-0.08619895302725467
2016-12-14,9984.46624642565,-0.007776507735736904,-0.0015533753574349385,-0.0933051339379628
2016-12-15,9947.966558573953,-0.003655647377721838,-0.0052033441426047045,-0.09661969064747633
2016-12-16,9943.626194686265,-0.0004363066423808126,-0.005637380531373526,-0.09701384147704284
2016-12-19,9972.003570599218,0.0028538256926951,-0.002799642940078284,-0.09443687637770182
2016-12-20,9962.811778330686,-0.0009217598252403425,-0.0037188221669314236,-0.09527158808427605
2016-12-21,9970.829826004465,0.0008047976667810985,-0.002917017399553523,-0.09454346476929576
2016-12-22,9926.624430551345,-0.004433472060452748,-0.0073375569448654865,-0.09855778102019552
2016-12-23,9955.170148202773,0.0028756721734704005,-0.004482985179722676,-0.0959655287150839
2016-12-27,9930.789024074737,-0.002449091654394109,-0.0069210975925263485,-0.09817959199399229
2016-12-28,9941.684749341503,0.0010971661204715044,-0.005831525065849719,-0.09719014519557823
2016-12-29,9984.962810555937,0.004353191868943673,-0.0015037189444063737,-0.09326004067644145
2016-12-30,10014.426448515207,0.0029508009712486682,0.0014426448515207912,-0.09058443152379947
2017-01-03,10059.511052831615,0.004501965694010623,0.00595110528316134,-0.08649027383292052
2017-01-04,10114.245595230062,0.00544107383658976,0.01142455952300625,-0.08151979996240255
2017-01-05,10174.095098498294,0.00591734724104942,0.017409509849829474,-0.0760848336847515
2017-01-06,10088.257716341113,-0.008436856676310223,0.008825771634111357,-0.08387977352402254
2017-01-09,10089.173727772624,9.079976515935506e-05,0.008917372777262456,-0.08379659002260087
2017-01-10,10108.410997217761,0.0019067239760359733,0.010841099721776049,-0.08204964301387097
2017-01-11,10185.234689085977,0.007599977077441755,0.018523468908597795,-0.07507324134254678
2017-01-12,10185.639857703518,3.977999819437805e-05,0.0185639857703519,-0.07503644775775753
2017-01-13,10158.07293607535,-0.0027064496696610485,0.015807293607535078,-0.07753981505817198
2017-01-17,10195.806070248003,0.0037145957122091122,0.019580607024800356,-0.07411324841050348
2017-01-18,10098.175414674131,-0.009575570082562157,0.009817541467413093,-0.08297914188886446
2017-01-19,10067.939531943406,-0.0029941926624474924,0.006793953194340618,-0.08572487901353221
2017-01-20,10062.580135443743,-0.0005323230719314065,0.006258013544374164,-0.08621156875452607
2017-01-23,10147.824960404752,0.008471467935022847,0.014782496040475213,-0.07847043935983522
2017-01-24,10156.48407893643,0.0008532979791693318,0.015648407893642968,-0.0776841000479962
2017-01-25,10152.868224254264,-0.00035601440952037766,0.015286822425426339,-0.07801245779850885
2017-01-26,10151.981135563967,-8.73732102794067e-05,0.015198113556396775,-0.0780930148099086
2017-01-27,10144.997174068412,-0.0006879407479480903,0.014499717406841306,-0.07872723219083888
2017-01-30,10114.866177487096,-0.002970034990086967,0.011486617748709627,-0.08146344454664634
2017-01-31,10151.24299538662,0.0035963716436000492,0.015124299538662012,-0.07816004572500379
2017-02-01,10134.679151453096,-0.0016317059833018677,0.01346791514530965,-0.07966421749404107
2017-02-02,10141.99101232954,0.0007214693989987531,0.01419910123295387,-0.07900022339015955
2017-02-03,10183.59480108981,0.0041021322844492225,0.01835948010898103,-0.07522216047255781
2017-02-06,10198.18486303525,0.001432702521105833,0.019818486303525118,-0.07389722893040407
2017-02-07,10196.726282745347,-0.00014302351933137558,0.019672628274534754,-0.0740296834079851
2017-02-08,10255.929721959788,0.005806122236959865,0.02559297219597889,-0.06865338656205533
2017-02-09,10236.049282764021,-0.001938433641291426,0.02360492827640215,-0.07045874016924625
2017-02-10,10244.92850301914,0.0008674460243240922,0.02449285030191395,-0.06965241329896088
2017-02-13,10242.273485566133,-0.00025915431739953476,0.02422734855661335,-0.0698935168927367
2017-02-14,10217.782915834488,-0.002391126322310977,0.021778291583448794,-0.07211751898704655
2017-02-15,10210.844214666196,-0.0006790808950872806,0.021084421466619707,-0.07274762625278863
2017-02-16,10228.31475834875,0.0017109793583434119,0.02283147583487488,-0.07116111658133228
2017-02-17,10242.421539470723,0.0013791891875891693,0.024242153947072298,-0.06988007203630886
2017-02-21,10282.225355019787,0.003886172366141638,0.02822253550197873,-0.06626546567505875
2017-02-22,10295.907258356468,0.0013306364006115956,0.029590725835646925,-0.06502300451517784
2017-02-23,10339.84020926033,0.0042670305589829205,0.03398402092603292,-0.06103342910349796
2017-02-24,10323.133988512736,-0.0016157136289816076,0.0323133988512736,-0.0625505301892536
2017-02-27,10333.151270518934,0.0009703721774168006,0.033315127051893434,-0.06164085530601515
2017-02-28,10334.179998919455,9.955611541823117e-05,0.033417999891945493,-0.06154743591470235
2017-03-01,10339.186132903958,0.00048442488760858105,0.033918613290395916,-0.06109282613681932
2017-03-02,10259.458819118485,-0.007711178883968994,0.025945881911848545,-0.06833290730992003
2017-03-03,10276.415632323786,0.001652798018322521,0.02764156323237854,-0.06679304978538558
2017-03-06,10236.643308534003,-0.0038702525484354267,0.02366433085340036,-0.07040479636267127
2017-03-07,10225.135770936664,-0.0011241514674782405,0.022513577093666415,-0.07144980217500085
2017-03-08,10191.358564055094,-0.003303350453064513,0.0191358564055093,-0.07451712889167927
2017-03-09,10152.851030759162,-0.003778449463229361,0.01528510307591624,-0.07801401914924644
2017-03-10,10208.6547819761,0.00549636265201503,0.020865478197610088,-0.07294644983841692
2017-03-13,10235.97390575105,0.0026760747971597,0.023597390575105015,-0.07046558519721202
2017-03-14,10239.684843116596,0.0003625387676555736,0.023968484311659655,-0.07012859293597595
2017-03-15,10385.289219296632,0.01421961499898261,0.038528921929663174,-0.05690617952896326
2017-03-16,10377.936963600208,-0.0007079490557434509,0.037793696360020945,-0.05757384190864323
2017-03-17,10386.396624397874,0.000815158236876723,0.03863966243978734,-0.056805615463227044
2017-03-20,10416.885523084813,0.0029354645108892186,0.04168855230848134,-0.05403690182054932
2017-03-21,10390.051504553032,-0.002576011656489352,0.039005150455303284,-0.056473713788068314
2017-03-22,10406.551186995817,0.0015880270117578643,0.04065511869958183,-0.05497536855926022
2017-03-23,10412.524181689,0.000573964859813092,0.04125241816890002,-0.054432957629155454
2017-03-24,10423.298393918541,0.0010347358663032047,0.042329839391854085,-0.05345454549642015
2017-03-27,10445.162026797781,0.0020975733451127354,0.04451620267977807,-0.05146909698111579
2017-03-28,10478.227254732341,0.003165602204133311,0.047822725473234184,-0.04846642546383073
2017-03-29,10462.530592649895,-0.0014980264982663583,0.04625305926498946,-0.04989184797247603
2017-03-30,10441.673974907077,-0.0019934582325111805,0.04416739749070775,-0.051785848889911335
2017-03-31,10434.94135622423,-0.000644783460872822,0.04349413562242299,-0.05239724169191273
2017-04-03,10474.62758546907,0.0038032057766350658,0.04746275854690696,-0.0487933134075601
2017-04-04,10435.43896090587,-0.0037412904891782617,0.043543896090587175,-0.052352053937351095
2017-04-05,10411.114975591307,-0.002330901977931954,0.04111149755913068,-0.054560928409211784
2017-04-06,10442.451429040648,0.0030099036964637005,0.04424514290406467,-0.05171524785284942
