ticker,weight,allocation_usd
UUP,0.15000000000000008,4500.0
VOO,0.15000000000000008,4500.0
PHYS,0.15000000000000002,4500.0
LMBS,0.116129582307651,3483.89
VTIP,0.10089420585639562,3026.83
BSCP,0.09865430819165935,2959.63
VEA,0.0843219036442939,2529.66
AGG,0.050000000000000024,1500.0
FLTR,0.050000000000000024,1500.0
FLOT,0.05,1500.0
