strategy,ann_return,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar_ratio,final_value,n_etfs,budget,min_weight,max_weight,nonzero_positions,top_weight,effective_n
equal_weight,0.0997,1.2155,0.1049,0.1574,0.3159,0.3301,0.3177,66466.27,10,30000,0.05,0.2,10,0.1,10.0
