strategy,ann_return,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar_ratio,final_value,n_etfs,budget,min_weight,max_weight,nonzero_positions,top_weight,effective_n
equal_weight,0.1135,1.4733,0.1202,0.1755,0.362,0.3518,0.3417,74198.04,10,30000,0.05,0.2,10,0.1,10.0
