ticker,vol_2020,vol_2021,vol_2022,vol_2023,vol_2024,vol_2025,vol_combined,start_date
SCO,48479113.149999924,68772845.45000002,794495367.8,511966232.0,450432997.0,467802531.0,2341949086.3999996,2008-11-25
SCZ,500248836.0,466039711.0,534225742.0,263797388.0,274351498.0,258067852.0,2296731027.0,2007-12-12
IYE,577560494.0,707049803.0,623048355.0,133602043.0,93195197.0,154064043.0,2288519935.0,2004-01-02
FLOT,321763535.0,250898196.0,539762439.0,406835258.0,297560346.0,394691920.0,2211511694.0,2011-06-17
VYM,537112968.0,363869340.0,505248537.0,326133190.0,203289973.0,273762725.0,2209416733.0,2006-11-16
VTWO,157444242.0,243899663.0,417684066.0,408813981.0,504900693.0,454754538.0,2187497183.0,2010-09-22
NVDS,0.0,0.0,9492706.0,893499986.0,785702387.0,476918607.0,2165613686.0,2022-07-14
TSLY,0.0,0.0,10119.0,439634716.4000013,348839382.3000175,1341054553.800001,2129538771.5000196,2022-11-23
BTF,0.0,285088220.0,999967846.0,668931166.0,102891150.0,43039772.0,2099918154.0,2021-10-22
DOG,374116187.0,213887848.0,418766593.0,205667145.0,375817725.0,491288591.0,2079544089.0,2006-06-21
ARKB,0.0,0.0,0.0,0.0,1315916490.0,763306706.0,2079223196.0,2024-01-11
FENY,286315625.0,288851035.0,415656741.0,198121565.0,172227537.0,700354255.0,2061526758.0,2013-10-24
EUFN,373834648.0,399204222.0,575469837.0,244233026.0,144206516.0,307871201.0,2044819450.0,2010-02-03
IWF,421889616.0,308387181.0,490486919.0,273934179.0,250910883.0,289294725.3999999,2034903503.3999999,2000-05-26
MINT,406241263.0,268666254.0,397359022.0,280422374.0,291597741.0,338076789.0,1982363443.0,2009-11-17
COWZ,15189450.0,43966365.0,405836561.0,474773271.0,481504654.0,555243082.0,1976513383.0,2016-12-19
ESGE,340506659.0,499304027.0,559522470.0,244150716.0,180361654.0,137249612.0,1961095138.0,2016-07-20
DFAC,0.0,87604003.0,456897968.0,406392267.0,404448888.0,588736886.0,1944080012.0,2021-06-14
AAAU,78900057.0,93030837.0,272437901.0,343214389.0,576970663.0,578472513.0,1943026360.0,2020-05-28
AGQ,288290020.0,239755705.0,245409797.0,205067411.0,392087776.0,567103566.0,1937714275.0,2008-12-04
BIV,362919666.0,293583678.0,321013043.0,284360274.0,281865424.0,366466386.0,1910208471.0,2007-04-10
SCHM,466664019.0,216972041.0,383372294.0,253274129.0,221235277.0,303171093.0,1844688853.0,2011-01-13
QUAL,349280388.0,268465375.0,340694755.0,304616057.0,251885331.0,311046518.0,1825988424.0,2013-07-18
KBWB,218115372.0,360408845.0,277406379.0,342234811.0,208225760.0,419074796.0,1825465963.0,2011-11-01
FVD,543692841.0,272001360.0,369625784.0,275672175.0,204227672.0,151401456.0,1816621288.0,2003-10-09
TSLG,0.0,0.0,0.0,0.0,2613736.0,1811913131.0,1814526867.0,2024-12-13
ICSH,283053740.0,246105101.0,359033647.0,314422099.0,273644492.0,333196268.0,1809455347.0,2013-12-13
FNDF,314709223.0,205841430.0,413249968.0,268751238.0,250641107.0,352159208.0,1805352174.0,2013-08-15
FXN,221257831.0,148051576.0,395340618.0,486677759.0,414325038.0,132972474.0,1798625296.0,2007-05-10
BOIL,1931235.8970000122,3429276.0099999947,8499409.04999996,183724000.6299998,579381138.0000004,1020918264.0,1797883323.5870001,2011-10-06
UVXY,2896716.926000064,24888883.663000762,64250775.35599757,117145419.8099999,434555307.4999995,1149065597.0,1792802700.2549977,2011-10-04
IWN,356219115.0,364488522.0,331113620.0,315144687.0,232416899.0,187587910.0,1786970753.0,2000-07-28
TSDD,0.0,0.0,0.0,88841.33999999992,61213414.5899996,1720948547.37,1782250803.2999995,2023-08-22
DWAC,0.0,892047869.0,584956839.0,101865834.0,195487011.0,100.0,1774357653.0,2021-09-30
TFLO,28846209.0,23905092.0,214399934.0,529716574.0,559950117.0,414259605.0,1771077531.0,2014-02-04
USIG,201171881.0,304542584.0,374402293.0,275738196.0,259251746.0,342448903.0,1757555603.0,2014-06-12
JNUG,418164009.0999963,218179085.0,366715379.0,358301435.0,279366098.0,102122138.0,1742848144.0999963,2013-10-03
LABU,25846154.48999978,32861077.649999626,544516405.470002,470579563.58002603,365021321.0,302863629.0,1741688151.1900275,2015-05-28
VIG,381229997.0,312681345.0,382290836.0,250916892.0,178448051.0,222079286.0,1727646407.0,2006-04-27
NVOX,0.0,0.0,0.0,0.0,896908.0,1719576301.0,1720473209.0,2024-12-03
MSTU,0.0,0.0,0.0,0.0,76915155.79999997,1638825166.299999,1715740322.099999,2024-09-18
IQLT,148468897.0,184143286.0,350480947.0,307947271.0,244219316.0,471365726.0,1706625443.0,2015-01-15
CGDV,0.0,0.0,120313860.0,284150655.0,410645734.0,885589855.0,1700700104.0,2022-02-24
TBF,266659407.0,414576829.0,633823054.0,239439956.0,65979969.0,28765030.0,1649244245.0,2009-08-20
PCY,498708284.0,298747764.0,411659933.0,237794812.0,125657855.0,72040074.0,1644608722.0,2007-10-11
PULS,63405141.0,71593458.0,217616402.0,291993689.0,403524660.0,588385829.0,1636519179.0,2018-04-10
SPSM,191615001.0,147447189.2,184040847.0,298241976.0,378761256.0,435217411.0,1635323680.2,2013-07-09
IDV,408598412.0,230108670.0,380790531.0,265793148.0,150540959.0,180086649.0,1615918369.0,2007-06-15
QQQM,3515413.0,63479480.0,209549616.0,253685096.0,373582023.0,710793933.0,1614605561.0,2020-10-13
FTSM,290449683.0,171352924.0,348365905.0,388343951.0,212031071.0,202834910.0,1613378444.0,2014-08-06
FALN,35026111.0,389784241.0,468667937.0,304601499.0,183943463.0,230787896.0,1612811147.0,2016-06-17
SPMD,262632858.0,237654508.1,277359570.0,172021611.0,253938560.0,408410983.0,1612018090.1,2007-05-16
DFEN,696013622.0,425944929.0,276381251.0,82993593.0,60522795.0,46919300.0,1588775490.0,2017-05-03
HYMB,173810362.0,113017153.0,481986208.0,258329316.0,246175499.0,262301223.0,1535619761.0,2011-04-14
FNDE,244538273.0,257512678.0,418245135.0,158136338.0,164236809.0,270339698.0,1513008931.0,2013-08-15
EMXC,4770227.0,69978729.0,133960613.0,259035702.0,531652803.0,510322974.0,1509721048.0,2017-07-26
SPMB,204970581.0,258834136.0,322858028.0,261080462.0,223190238.0,235427495.0,1506360940.0,2009-01-27
DBO,423683788.0,303605394.0,413092762.0,184679891.0,97998353.0,82875289.0,1505935477.0,2007-01-05
BBJP,190335502.6000159,184444162.50000313,158195928.0,204273477.0,419197647.0,348800540.0,1505247257.100019,2018-06-21
BBEU,264350711.09999073,199658468.9999997,440887677.0,246383005.0,181756931.0,169117677.0,1502154470.0999904,2018-06-18
FTGC,39294508.0,249137829.0,575757639.0,297796053.0,160760093.0,160661863.0,1483407985.0,2013-10-23
URTY,312309176.0,134770746.0,176109896.0,230501818.0,315326882.0,303837355.0,1472855873.0,2010-02-11
GSG,147537705.0,365038822.0,549798322.0,160554768.0,102904613.0,146506422.0,1472340652.0,2006-07-21
PAVE,61115207.0,429374201.0,236502254.0,206378171.0,283030823.0,255119390.0,1471520046.0,2017-03-08
GUNR,268362499.0,301502861.0,437025215.0,187710840.0,165082999.0,108668156.0,1468352570.0,2011-09-22
HEFA,276941282.0,127574667.0,300591393.0,145734409.0,318797422.0,294038303.0,1463677476.0,2014-02-14
SPHD,363662734.0,195058741.0,396979757.0,172233216.0,158079426.0,162137478.0,1448151352.0,2012-10-18
FBND,72633864.0,62849636.5,135586131.0,218753951.0,433354646.0,522407930.0,1445586158.5,2014-10-09
FCG,320487419.0,406507379.0,429734554.0,89139362.0,58900601.0,117269431.0,1422038746.0,2007-05-11
DBA,173937519.0,310237819.0,577905806.0,174330830.0,113527135.0,66580183.0,1416519292.0,2007-01-05
TFI,134177999.0,120145909.0,543403744.0,235019541.0,145939966.0,216754117.0,1395441276.0,2007-09-13
TSLZ,0.0,0.0,0.0,193645.81999999846,129296120.91999936,1254718865.8799958,1384208632.619995,2023-10-19
ESGU,242309162.0,278229075.0,333015549.0,229841983.0,170106666.0,129772396.0,1383274831.0,2016-12-06
IXC,289085238.0,388013394.0,268275626.0,181780380.0,157422514.0,98285610.0,1382862762.0,2001-11-26
XLG,120083186.0,81802787.0,168012975.0,106768964.0,331082829.0,571177153.0,1378927894.0,2005-05-10
LABD,16363722.090000726,78160384.29999498,217100765.6000077,183552286.199996,447178650.79999775,431024287.1000009,1373380096.089998,2015-05-28
TAN,194950641.0,324718355.0,254013025.0,167479864.0,248991799.0,183105043.0,1373258727.0,2008-04-15
AAXJ,361881875.0,274900715.0,330463683.0,155581011.0,129222751.0,119162937.0,1371212972.0,2008-08-15
REM,365979992.0,223061066.0,377474724.0,152440366.0,96437721.0,149034624.0,1364428493.0,2007-05-04
IHI,291650512.1,206204090.0,251927135.0,243306425.0,171952354.0,199221086.0,1364261602.1,2006-05-05
ELV,297042963.0,203904401.0,179203912.0,188700035.0,194354691.0,299625360.70000094,1362831362.700001,2007-04-30
USD,189894527.0,163377148.0,225334062.0,120236498.0,392364186.0,267309612.0,1358516033.0,2007-02-01
CGGR,0.0,0.0,131588546.0,208689562.0,309908972.0,700690911.0,1350877991.0,2022-02-24
IEUR,178273327.0,168879623.0,418877045.0,194933479.0,178013304.0,208818317.0,1347795095.0,2014-06-12
FLRN,256588589.0,139685322.0,272053579.0,279347431.0,171475402.0,220090752.0,1339241075.0,2011-12-01
EWL,272238916.0,307613105.0,352383679.0,178068668.0,105800195.0,97726022.0,1313830585.0,2005-11-30
PZA,209411960.0,97327842.0,259009738.0,198584399.0,182621268.0,362803064.0,1309758271.0,2007-10-11
HYD,210330817.0,160228183.0,346904543.0,240204717.0,143278814.0,196306471.0,1297253545.0,2009-02-05
CWB,350027501.0,239965508.0,201528603.0,235594029.0,136630137.0,130107883.0,1293853661.0,2009-04-16
DDM,451004207.0,183668117.0,278927089.0,134727267.0,125731627.0,113020201.0,1287078508.0,2006-06-21
VUG,244839877.0,162912439.0,282874164.0,177845774.0,188487734.0,221079381.90000054,1278039369.9000006,2004-01-30
BITU,0.0,0.0,0.0,0.0,491134125.0,781460146.0,1272594271.0,2024-04-02
SPHQ,198604851.0,131142942.0,265228396.0,174292873.0,218951652.0,278231229.0,1266451943.0,2007-05-08
BNO,349231415.0,223430343.0,304028978.0,131526597.0,118938284.0,136170491.0,1263326108.0,2010-06-02
RDVY,96356631.0,230978903.0,331825840.0,168116158.0,170774232.0,263705725.0,1261757489.0,2014-01-07
VDE,323620518.0,302157206.0,311796322.0,125949227.0,97766974.0,95615945.0,1256906192.0,2004-10-01
KIE,97097050.0,165328481.0,279101659.0,236391340.0,227567369.0,246822058.0,1252307957.0,2005-11-15
IVE,325600495.0,187044320.0,283991978.0,142776422.0,140287447.0,166971981.0,1246672643.0,2004-01-02
SIVR,161649063.0,170454724.0,191748911.0,161111008.0,250037641.0,308480905.0,1243482252.0,2009-07-24
DBEF,351424446.0,167141102.0,264687603.0,132105912.0,150151751.0,176024520.0,1241535334.0,2011-06-09
IAUM,0.0,21544399.0,77900257.0,107591767.0,403295267.0,625248843.0,1235580533.0,2021-06-29
UGL,180744308.0,131610492.0,167433892.0,100381932.0,171653668.0,481175428.0,1232999720.0,2008-12-03
EPI,357713456.0,162068548.0,139071038.0,109803938.0,251733065.0,199652374.0,1220042419.0,2008-02-22
AMJ,732618088.0,192644474.0,166868177.0,85108128.0,39065078.0,100.0,1216304045.0,2009-04-02
SPIP,146317386.0,335567669.0,469550721.0,141123103.0,62935576.0,52099981.0,1207594436.0,2007-05-30
EWS,310852506.0,236358982.0,236941300.0,116390516.0,131388740.0,162598025.0,1194530069.0,2004-01-02
OUNZ,62902641.0,68731527.0,209506763.0,328342608.0,265494085.0,259054608.0,1194032232.0,2014-05-16
EWI,215195841.0,277803083.0,402093411.0,107339318.0,78979332.0,101765088.0,1183176073.0,2004-01-02
IWP,189651100.0,215219699.0,258130078.0,142932293.0,177426239.0,197342740.0,1180702149.0,2001-08-03
EFG,142098834.0,147230627.0,295722084.0,205167587.0,151956406.0,238084824.0,1180260362.0,2005-08-05
REET,212339460.3,184188268.0,197154988.0,165992331.0,153250279.0,266187993.0,1179113319.3,2014-07-10
PFFD,110327030.0,231381982.0,278177203.0,204474154.0,178294070.0,176427641.0,1179082080.0,2017-09-13
IWB,236528091.0,152142327.0,266802733.0,174927908.0,160283503.0,185399901.30000076,1176084463.3000007,2000-05-19
STIP,55186351.0,165844909.0,410233949.0,248297535.0,115930873.0,173046225.0,1168539842.0,2010-12-03
NEAR,367270019.0,175938653.0,230222242.0,176228017.0,102141920.0,112951752.0,1164752603.0,2013-09-26
VLUE,243177439.0,323117353.0,335675905.0,83927550.0,69547372.0,107219955.0,1162665574.0,2013-04-18
EU,0.0,0.0,0.0,186992368.0,272733758.0,698183287.0,1157909413.0,2008-05-22
BTC,0.0,0.0,0.0,0.0,811428171.0,342761278.0,1154189449.0,2024-07-31
RYLD,5060748.0,123918956.0,314490025.0,331434028.0,202136126.0,174386365.0,1151426248.0,2019-04-22
FNDA,318300496.0,104119232.0,171441678.0,137557795.0,142358919.0,274992383.0,1148770503.0,2013-08-15
UWM,252023605.0,168134497.0,169671698.0,241346722.0,219656258.0,90155736.0,1140988516.0,2007-01-25
ARKF,98792214.0,365579850.0,307509920.0,166199770.0,105160524.0,89111749.0,1132354027.0,2019-02-04
LMBS,245914415.0,261974319.0,206374742.0,171954961.0,120477137.0,118414785.0,1125110359.0,2014-11-05
COPX,27864080.0,177077118.0,151906085.0,122798981.0,294773113.0,350444058.0,1124863435.0,2010-04-20
EWQ,291076051.0,224492408.0,245975765.0,156521205.0,116112411.0,78889270.0,1113067110.0,2004-01-02
FIXD,205817634.0,164707947.0,199480222.0,188236904.0,214941313.0,131782010.0,1104966030.0,2017-02-15
MTUM,223675357.0,215185276.0,232183067.0,99278240.0,145548415.0,183003554.30000106,1098873909.3000011,2013-04-18
DFAI,5426275.0,56259120.0,287851783.0,201890477.0,254310617.0,292824930.0,1098563202.0,2020-11-18
IDEV,77467208.0,72810577.0,281979154.0,164272260.0,174705548.0,323801264.0,1095036011.0,2017-03-23
MDY,255005697.0,177135589.0,185883612.0,158519568.0,155580655.0,152602380.00000003,1084727501.0,2000-01-03
BOTZ,222508788.0,161867427.0,140317120.0,243211134.0,169367396.0,147452841.0,1084724706.0,2016-09-13
VONG,118082675.0,93334990.0,231886890.0,180517230.0,178157284.0,282536914.0,1084515983.0,2010-09-22
EWP,306262998.0,261174073.0,236394818.0,95703620.0,69926445.0,114321122.0,1083783076.0,2004-01-02
CALF,5269492.0,29364554.0,65644374.0,199705529.0,440746991.0,339230445.0,1079961385.0,2017-06-19
EFAV,333521816.0,179589613.0,251783124.0,107149898.0,95113401.0,108256137.0,1075413989.0,2011-10-20
VIXY,15036830.080000013,39837543.46000007,117856369.24999997,166227317.40000004,300062709.8000003,429874534.0,1068895303.9900004,2011-01-04
VPL,181134740.0,204362209.0,280515501.0,135586951.0,105954445.0,156563009.0,1064116855.0,2005-03-10
FDL,108115314.0,49226311.0,292400624.0,259357525.0,151706219.0,197606101.0,1058412094.0,2006-03-15
IGLB,89191852.0,217919346.0,153646377.0,160719928.0,200888542.0,233316010.0,1055682055.0,2009-12-09
DXD,142045199.8000041,100849191.89999762,266104005.0,109263784.0,172397430.0,260538422.0,1051198032.7000017,2006-07-13
DVY,243750233.0,171887663.0,266965152.0,164350825.0,100943688.0,86883227.0,1034780788.0,2003-11-07
VUSB,0.0,97559370.0,170461910.0,248031923.0,208585999.0,298967988.0,1023607190.0,2021-04-07
FNGU,0.0,0.0,0.0,0.0,0.0,1014200938.0,1014200938.0,2025-02-20
EIDO,247206293.0,164754995.0,194109641.0,123991937.0,127757787.0,151500038.0,1009320691.0,2010-05-07
SMCX,0.0,0.0,0.0,0.0,369263288.0,639137998.0,1008401286.0,2024-08-22
YMAX,0.0,0.0,0.0,0.0,279000871.0,726363862.0,1005364733.0,2024-01-17
IVOL,81425381.0,465379470.0,169006904.0,101033705.0,85768642.0,100771259.0,1003385361.0,2019-05-14
BAR,125381803.0,103676521.0,176776922.0,167266487.0,238503541.0,189496742.0,1001102016.0,2017-08-31
WEBL,15495233.0,16077388.0,419057139.0,375999655.0,122664241.0,51684125.0,1000977781.0,2019-11-07
ISTB,160468278.0,174396140.0,302550335.0,155659561.0,99182083.0,106522703.0,998779100.0,2012-10-22
IUSV,196143422.0,138290483.0,190927082.0,143345634.0,135402116.0,188264710.0,992373447.0,2014-06-12
PRME,0.0,0.0,15122904.0,71113729.0,218884268.0,681154435.0,986275336.0,2022-10-20
DFIC,0.0,0.0,256206159.0,238150817.0,242852475.0,246645333.0,983854784.0,2022-03-24
SIL,125836058.0,102515368.0,102021336.0,105094950.0,163096519.0,379205821.0,977770052.0,2010-04-20
TBIL,0.0,0.0,10535961.0,168076031.0,296647149.0,501042899.0,976302040.0,2022-08-09
OLO,0.0,173387489.0,333427538.0,249699344.0,214443597.0,1880443.0,972838411.0,2021-03-17
CEF,265805252.0,141273168.0,142783048.0,110183799.0,123820702.0,188038231.0,971904200.0,2018-01-18
BIZD,73851561.0,72395366.0,105794452.0,112315420.0,180224443.0,424040801.0,968622043.0,2013-02-12
VB,231472257.0,129550591.0,182725284.0,124089084.0,130430828.0,168819626.4000002,967087670.4000002,2004-01-30
TLH,48987355.0,33624084.0,103622386.0,249995020.0,177882872.0,342592525.0,956704242.0,2007-01-11
CONI,0.0,0.0,0.0,0.0,22713383.0,930704259.0,953417642.0,2024-09-04
MSTY,0.0,0.0,0.0,0.0,197385572.4000028,754647346.1999998,952032918.6000026,2024-02-22
DRN,121050652.0,90617020.0,96553944.0,174328466.0,281280475.0,187129475.0,950960032.0,2009-07-16
BLV,180308604.0,118887170.0,129520564.0,152697226.0,165088513.0,191706667.0,938208744.0,2007-04-10
IYZ,95880664.0,76119091.0,250851207.0,142243927.0,131098042.0,240334360.0,936527291.0,2005-11-30
MOAT,129288003.0,107371836.15,154323300.0,190031994.0,178588778.0,171773104.0,931377015.15,2012-04-25
BSCP,53142267.0,57932907.0,141200418.0,227248164.0,217616054.0,233655567.0,930795377.0,2015-10-09
IYW,141062674.0,135305836.0,146675480.0,144183491.0,172691830.0,175804948.0,915724259.0,2004-01-02
FAZ,13791923.39000003,37363161.66000003,91815951.49999815,62705521.30000193,148792180.10000122,559612548.0999997,914081286.050001,2008-11-06
CIBR,116657852.0,162357270.0,214838580.0,97959192.0,134447182.0,187771786.0,914031862.0,2015-07-07
BITB,0.0,0.0,0.0,0.0,554027379.0,359355377.0,913382756.0,2024-01-11
GBIL,140937846.0,62504081.0,154476553.0,207989856.0,164544233.0,178227255.0,908679824.0,2016-09-08
ZSL,16257272.510000477,19225573.759999942,14726805.2,28975223.49999997,81843765.29999998,746899998.0,907928638.2700003,2008-12-03
VO,207674034.0,139403121.0,186260239.0,123357520.0,108861125.0,136108386.69999987,901664425.6999998,2004-01-30
HDV,152107751.0,89802013.0,306397434.0,148194484.0,96365370.0,101320491.0,894187543.0,2011-03-31
AAPU,0.0,0.0,7629107.0,39204739.0,179162377.0,664089388.0,890085611.0,2022-08-09
TECS,4764745.173000091,9714445.1700002,63648023.90000048,91674683.09999925,322631052.30000293,395635011.0,888067960.643003,2008-12-17
DYNF,4892845.0,2881589.0,5679639.0,1254367.0,338299152.0,532971606.0,885979198.0,2019-03-21
DXJ,235045256.0,101189190.0,131387037.0,137725728.0,185673425.0,92601291.0,883621927.0,2006-06-16
VFH,213694081.0,154501104.0,200704823.0,121763922.0,83519640.0,109336152.0,883519722.0,2004-01-30
NOBL,229249542.0,100312558.08,158810410.0,116988495.0,117006686.0,155601991.0,877969682.0799999,2013-10-10
COMT,58638183.0,274682947.0,313044031.0,108079224.0,70561526.0,51604240.0,876610151.0,2014-10-16
BTCZ,0.0,0.0,0.0,0.0,21571773.0,854012333.0,875584106.0,2024-07-10
TSLR,0.0,0.0,0.0,7146398.0,179006673.0,686855322.0,873008393.0,2023-08-22
IYT,216016291.0,170709830.0,174039588.0,108745241.0,106479069.0,97001169.0,872991188.0,2005-01-03
GSY,195168623.0,138594607.0,139594214.0,119680546.0,125976736.0,151998097.0,871012823.0,2008-02-12
SARK,0.0,10183121.999999847,413494997.3999864,206142257.79999384,94493731.50000261,141809503.0,866123611.6999826,2021-11-09
YANG,7635250.419998635,10340881.719999406,63449684.870000295,66073558.67999554,186088991.4999993,529168394.0,862756761.1899931,2009-12-03
DPST,48552020.08000004,31806185.699999828,12627080.099999743,317725126.6000032,270366925.0,176965283.0,858042620.4800028,2015-08-19
SCHK,128669451.0,102933886.0,157930399.0,78977871.0,107897786.0,281467010.0,857876403.0,2017-10-11
SDVY,1545268.0,22281868.0,75970307.0,96459874.0,305325608.0,353104263.0,854687188.0,2017-11-03
SCHI,12534860.0,48325194.0,42069376.0,154561519.0,251206605.0,338628054.0,847325608.0,2019-10-10
XSOE,136980528.0,279698942.0,193628796.0,96821451.0,85212568.0,47298814.0,839641099.0,2014-12-10
SPTM,189372735.0,88444314.0,189923755.0,116291553.0,96329617.0,152436194.0,832798168.0,2007-05-16
BSCO,70545099.0,81538496.0,266256361.0,204016905.0,209702379.0,100.0,832059340.0,2014-09-19
FLTR,44694681.0,61096806.0,143642633.0,156486689.0,183404821.0,235474573.0,824800203.0,2011-04-26
NAIL,275300523.0,104154932.0,129215894.0,57041814.0,64864637.0,190477089.0,821054889.0,2015-08-19
DFIV,0.0,16374282.0,178532939.0,192155974.0,167233183.0,256342048.0,810638426.0,2021-09-13
DFAE,2521239.0,34503351.0,222736796.0,170697994.0,198690618.0,180582028.0,809732026.0,2020-12-02
EEMV,166716881.0,64010161.5,227765948.0,179183973.0,78355166.0,89556989.0,805589118.5,2011-10-20
PRF,256613537.0,93590408.0,181641461.0,93005316.0,88332197.0,88299698.0,801482617.0,2005-12-20
PYLD,0.0,0.0,0.0,21910263.0,161637415.0,608760923.0,792308601.0,2023-06-22
PXH,224328980.0,102325386.0,285091385.0,74229078.0,47306158.0,56818775.0,790099762.0,2007-09-27
SUB,60657357.0,80792690.0,262611902.0,159222216.0,93953003.0,131458829.0,788695997.0,2008-11-07
OIH,127642052.71999975,174113668.0,192470960.0,116794230.0,88050744.0,88610418.79999903,787682073.5199988,2001-02-26
ARKW,129943909.0,241018611.0,241954439.0,81833034.0,42538099.0,49064976.0,786353068.0,2014-09-30
JMST,43459263.0,109385441.0,235463276.0,101103979.0,98309849.0,196289235.0,784011043.0,2018-10-18
TWM,38610559.86000048,128251648.8699956,183680055.10000065,121865180.99999793,228261189.90000093,79235106.0,779903740.7299955,2007-01-25
EBND,102308142.0,111796001.0,257886567.0,141493552.0,83173506.0,82549608.0,779207376.0,2011-02-24
DGRW,115407889.0,76238909.0,156622728.0,139520273.0,130397916.0,158651298.0,776839013.0,2013-05-22
SHM,122802664.0,102650964.0,252357275.0,141799316.0,84367767.0,72135812.0,776113798.0,2007-10-16
DFAX,0.0,34685627.0,270840441.0,147930346.0,144873845.0,176520717.0,774850976.0,2021-09-13
VONV,88543889.0,111538717.0,160953885.0,132994194.0,94991177.0,184433595.0,773455457.0,2010-09-22
IUSG,156272493.0,102050082.0,194033905.0,113800033.0,92215767.0,111331901.0,769704181.0,2014-06-12
BSCQ,21570653.0,43165477.0,135451257.0,140159676.0,246547274.0,177215772.0,764110109.0,2016-09-16
AVUV,14844790.0,44588063.6,195473974.0,127322234.0,167979002.0,211798898.0,762006961.6,2019-09-26
ECH,133835942.0,140504909.0,145094849.0,173955127.0,61603953.0,106662145.0,761656925.0,2007-11-16
GSIE,127133953.0,121541025.0,209064895.0,102003476.0,91721908.0,106167829.0,757633086.0,2015-11-10
SPHB,112098072.1,189737447.0,149434927.0,136657470.0,94621199.0,73563444.0,756112559.1,2011-05-05
MAGS,0.0,0.0,0.0,3374904.0,155285842.0,595815640.0,754476386.0,2023-04-11
FETH,0.0,0.0,0.0,0.0,114115600.0,633868583.0,747984183.0,2024-07-23
BUFR,3911815.0,32394661.0,59752947.0,137371890.0,252645152.0,260366461.0,746442926.0,2020-08-11
SRTY,15989358.590000363,81212220.23000099,96054159.39000012,64699750.8000013,125046328.19999437,354626350.00001025,737628167.2100074,2010-02-11
IWS,204539733.7,114494560.0,147605385.0,90768479.0,76044272.0,103925066.0,737377495.7,2001-08-03
FTSL,90300312.0,151189793.0,240983123.0,109545263.0,74879439.0,69633302.0,736531232.0,2013-05-02
EDV,79740496.0,67017384.0,78170956.0,116348014.0,156188238.0,235948440.0,733413528.0,2007-12-13
CLOU,233745724.0,221983337.0,148052079.0,46311204.0,48087239.0,33177924.0,731357507.0,2019-04-16
VRP,109688280.0,117395319.0,161462449.0,111419533.0,98039554.0,123810179.0,721815314.0,2014-05-01
IGF,125215783.0,80772978.0,133138401.0,107784234.0,104564457.0,168230936.0,719706789.0,2007-12-12
XYLD,11744553.0,51267153.0,170246090.0,166360416.0,116381949.0,203496146.0,719496307.0,2013-06-24
SCHC,155283303.0,81386570.0,169882081.0,106945825.0,101805380.0,100477245.0,715780404.0,2010-01-14
KSA,122477053.0,79760289.0,146938102.0,117226588.0,110316577.0,137919150.0,714637759.0,2015-09-17
AMPS,0.0,74906331.0,158102028.0,260489225.0,218802563.0,0.0,712300147.0,2021-02-01
DUHP,0.0,0.0,103089388.0,151125349.0,183679725.0,273937610.0,711832072.0,2022-02-24
ULTY,0.0,0.0,0.0,0.0,58159667.59999773,648937190.99999,707096858.5999877,2024-02-29
RTL,151792298.0,209787265.0,191759687.0,152241976.0,0.0,100.0,705581326.0,2018-07-19
VNM,68830717.0,66703385.0,90590071.0,179900818.0,103555428.0,191267465.0,700847884.0,2009-08-14
PGF,231626232.0,120679648.0,154959612.0,96744263.0,51695582.0,44613557.0,700318894.0,2006-12-06
IJS,136575751.0,150238847.0,178126658.0,99925368.0,69608173.0,65660228.0,700135025.0,2005-11-30
UCON,19329146.0,51296140.0,126579185.0,128864113.0,178617012.0,195212948.0,699898544.0,2018-06-05
TOTL,132225862.0,89956096.0,121478109.0,141920995.0,113380442.0,99004679.0,697966183.0,2015-02-24
EPP,168932551.0,110652268.0,156169985.0,111447935.0,71253644.0,77668940.0,696125323.0,2004-01-02
HAO,0.0,0.0,0.0,0.0,580338916.0,112352205.0,692691121.0,2024-01-26
DFAU,10692607.0,72584629.0,189423175.0,115335670.0,114811825.0,189498890.0,692346796.0,2020-11-18
IVLU,49490093.0,113240186.0,219991201.0,89655405.0,74357959.0,142537990.0,689272834.0,2015-07-15
VBR,165469769.0,117527366.0,138510193.0,94108005.0,90594734.0,82064477.0,688274544.0,2004-01-30
IAGG,67484453.0,74753456.0,104864402.0,101083054.0,106299985.0,230246596.0,684731946.0,2015-11-12
SDY,212837431.0,103076613.0,152964506.0,103832804.0,58142925.0,53007200.0,683861479.0,2005-11-15
VWOB,85124009.0,80588083.0,150524715.0,90317440.0,122422884.0,153950486.0,682927617.0,2013-06-04
GRNY,0.0,0.0,0.0,0.0,63813537.0,615734674.0,679548211.0,2024-11-07
VGT,180493107.0,95586370.06,131604461.0,98960840.0,73544689.0,92868648.70000091,673058115.7600008,2004-01-30
LIT,98105528.0,212056285.0,127025642.0,87033095.0,83870688.0,61226697.0,669317935.0,2010-07-23
BWX,103318977.0,84700612.0,121192524.0,122889774.0,84818474.0,148612848.0,665533209.0,2007-10-05
CGCP,0.0,0.0,45404407.0,97104207.0,220249129.0,301633238.0,664390981.0,2022-02-24
CONY,0.0,0.0,0.0,25192796.59999998,202431221.89999908,436627572.3000082,664251590.8000072,2023-08-15
VYMI,60151421.0,63992862.0,157088210.0,109778560.0,88106139.0,185011614.0,664128806.0,2016-03-02
URNM,5581633.0,114854488.0,139952821.0,117598200.0,128782999.0,148906172.0,655676313.0,2019-12-04
